MD1 	 MD2	 DMP 	 DM3 	 Br(h-->e-nu) 	 Br(h-->mu-nu) 	 Br(h-->tau-nu) 	 Br(h-->W-h1) 	 Br(W-->e-nu) 	Br(W-->mu-nu) 	 Br(W-->tau-nu)
4.808510e+02 	5.614387e+02 	5.965520e+01 	2.093250e+01 	1.112380e-01 	1.112365e-01 	1.107664e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.194113e+01 	9.221158e+01 	2.817058e+01 	5.209988e+01 	1.119005e-01 	1.118917e-01 	1.095529e-01 	0.000000e+00 	1.100317e-01 	1.100314e-01 	1.099510e-01 
5.620713e+02 	6.505712e+02 	2.357182e+01 	6.492802e+01 	1.121616e-01 	1.121498e-01 	1.090502e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.242329e+02 	2.333856e+02 	2.610516e+01 	8.304758e+01 	1.119666e-01 	1.119570e-01 	1.094188e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.805349e+01 	1.107045e+02 	1.025517e+01 	8.239584e+01 	1.167606e-01 	1.166973e-01 	1.008225e-01 	0.000000e+00 	1.095244e-01 	1.095241e-01 	1.094441e-01 
1.739006e+02 	2.587364e+02 	7.409996e+01 	1.073588e+01 	1.111891e-01 	1.111812e-01 	1.108979e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.721818e+01 	1.230201e+02 	2.189688e+01 	6.390508e+01 	1.123528e-01 	1.123389e-01 	1.087145e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.850222e+02 	2.321833e+02 	1.307052e+01 	3.409052e+01 	1.145674e-01 	1.145292e-01 	1.046830e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.831220e+02 	9.202163e+02 	2.426083e+01 	1.283346e+01 	1.121003e-01 	1.120892e-01 	1.091611e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.366754e+02 	7.987648e+02 	4.518957e+01 	1.689986e+01 	1.113686e-01 	1.113657e-01 	1.105201e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.157775e+01 	1.547785e+02 	4.628457e+01 	9.691620e+01 	1.113940e-01 	1.113909e-01 	1.104837e-01 	0.000000e+00 	1.109278e-01 	1.109275e-01 	1.108464e-01 
5.338945e+01 	1.202349e+02 	1.484290e+01 	5.200251e+01 	1.138039e-01 	1.137742e-01 	1.060663e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.759226e+01 	5.377632e+01 	1.431243e+01 	1.187163e+01 	1.140255e-01 	1.139933e-01 	1.056731e-01 	0.000000e+00 	1.107709e-01 	1.107706e-01 	1.106897e-01 
3.865524e+01 	1.056066e+02 	4.033902e+01 	2.661235e+01 	1.114604e-01 	1.114566e-01 	1.103625e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.605523e+01 	2.102338e+02 	9.898781e+01 	5.519080e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.277341e+02 	2.139675e+02 	7.059355e+01 	1.563991e+01 	1.111847e-01 	1.111837e-01 	1.108693e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.830489e+01 	1.369606e+02 	1.273971e+01 	2.591598e+01 	1.147515e-01 	1.147112e-01 	1.043574e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.570970e+02 	5.796058e+02 	7.586305e+01 	4.664584e+01 	1.111753e-01 	1.111683e-01 	1.109078e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.004235e+02 	3.265971e+02 	1.370232e+01 	1.247133e+01 	1.142559e-01 	1.142211e-01 	1.052397e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.021455e+01 	5.644606e+01 	2.983702e+01 	1.639449e+01 	1.118240e-01 	1.118160e-01 	1.096939e-01 	0.000000e+00 	1.099804e-01 	1.099801e-01 	1.098998e-01 
7.159669e+01 	1.432347e+02 	1.237901e+01 	5.925901e+01 	1.149680e-01 	1.149253e-01 	1.039728e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.317428e+02 	3.155417e+02 	6.754720e+01 	1.625172e+01 	1.111972e-01 	1.111961e-01 	1.108451e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.473505e+02 	2.352756e+02 	1.745955e+01 	7.046561e+01 	1.130491e-01 	1.130276e-01 	1.074299e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.064668e+02 	9.179098e+02 	9.986396e+01 	1.157905e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.998247e+01 	9.437321e+01 	3.201566e+01 	4.237508e+01 	1.116993e-01 	1.116928e-01 	1.099220e-01 	0.000000e+00 	1.109333e-01 	1.109330e-01 	1.108519e-01 
4.930613e+02 	5.347405e+02 	1.962793e+01 	2.205122e+01 	1.126378e-01 	1.126208e-01 	1.081750e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.386263e+01 	6.732990e+01 	1.000773e+01 	4.345954e+01 	1.170659e-01 	1.169990e-01 	1.002965e-01 	0.000000e+00 	1.091045e-01 	1.091042e-01 	1.090245e-01 
3.916105e+01 	1.029585e+02 	1.126388e+01 	5.253360e+01 	1.157719e-01 	1.157201e-01 	1.025496e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.936433e+01 	1.370220e+02 	2.098911e+01 	5.666860e+01 	1.124543e-01 	1.124394e-01 	1.085246e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.130929e+01 	1.077811e+02 	2.591666e+01 	1.055514e+01 	1.119835e-01 	1.119738e-01 	1.093907e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.311666e+01 	9.601897e+01 	2.997590e+01 	1.292641e+01 	1.117601e-01 	1.117528e-01 	1.098058e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.660623e+02 	2.809041e+02 	3.532153e+01 	7.952028e+01 	1.115629e-01 	1.115579e-01 	1.101657e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.606631e+01 	1.139669e+02 	5.527818e+01 	1.262238e+01 	1.112777e-01 	1.112758e-01 	1.107010e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.768712e+02 	6.143488e+02 	1.682889e+01 	2.064874e+01 	1.131938e-01 	1.131707e-01 	1.071584e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.842503e+01 	1.395203e+02 	5.358657e+01 	1.750874e+01 	1.112881e-01 	1.112861e-01 	1.106814e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.852157e+01 	1.125575e+02 	1.378612e+01 	4.024985e+01 	1.142284e-01 	1.141940e-01 	1.052999e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.510395e+01 	1.449902e+02 	7.933695e+01 	3.054931e+01 	1.111597e-01 	1.111544e-01 	1.108182e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.886436e+01 	9.868973e+01 	1.221304e+01 	1.761234e+01 	1.150730e-01 	1.150291e-01 	1.037857e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.774196e+01 	1.394403e+02 	4.203075e+01 	1.966762e+01 	1.114231e-01 	1.114196e-01 	1.104298e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.502709e+01 	7.127049e+01 	2.335550e+01 	3.288789e+01 	1.122393e-01 	1.122267e-01 	1.089295e-01 	0.000000e+00 	1.100251e-01 	1.100248e-01 	1.099445e-01 
4.467474e+02 	5.124444e+02 	1.976913e+01 	4.592796e+01 	1.126160e-01 	1.125992e-01 	1.082156e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.148678e+02 	1.802142e+02 	2.372347e+01 	4.162293e+01 	1.121529e-01 	1.121413e-01 	1.090751e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.773220e+01 	6.246046e+01 	2.996382e+01 	1.476444e+01 	1.117893e-01 	1.117817e-01 	1.097563e-01 	0.000000e+00 	1.106614e-01 	1.106611e-01 	1.105803e-01 
1.153376e+01 	8.197741e+01 	5.915656e+01 	1.128710e+01 	1.112691e-01 	1.112674e-01 	1.107110e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.175770e+02 	3.902960e+02 	6.139418e+01 	1.132485e+01 	1.112285e-01 	1.112271e-01 	1.107861e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.747033e+01 	1.320779e+02 	1.501940e+01 	9.958820e+01 	1.137880e-01 	1.137584e-01 	1.061082e-01 	0.000000e+00 	1.097530e-01 	1.097527e-01 	1.096725e-01 
5.743592e+02 	6.237315e+02 	1.992085e+01 	2.945145e+01 	1.125923e-01 	1.125758e-01 	1.082577e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.552746e+01 	9.315424e+01 	4.628500e+01 	1.134179e+01 	1.113696e-01 	1.113667e-01 	1.105310e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.153078e+01 	1.062641e+02 	6.729068e+01 	2.744260e+01 	1.112196e-01 	1.112183e-01 	1.107982e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.694650e+02 	2.415923e+02 	3.755036e+01 	3.457695e+01 	1.115067e-01 	1.115022e-01 	1.102703e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.977475e+01 	1.308193e+02 	2.929991e+01 	4.174460e+01 	1.117900e-01 	1.117824e-01 	1.097497e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.242163e+01 	2.346158e+02 	8.006229e+01 	8.213183e+01 	1.111207e-01 	1.111176e-01 	1.109441e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.452649e+01 	1.119125e+02 	2.002308e+01 	6.736296e+01 	1.126118e-01 	1.125952e-01 	1.082425e-01 	0.000000e+00 	1.107691e-01 	1.107688e-01 	1.106879e-01 
3.542642e+01 	1.060205e+02 	1.869968e+01 	5.189439e+01 	1.128171e-01 	1.127982e-01 	1.078638e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.140389e+01 	9.691577e+01 	2.787131e+01 	5.764057e+01 	1.119204e-01 	1.119113e-01 	1.095166e-01 	0.000000e+00 	1.099639e-01 	1.099636e-01 	1.098833e-01 
1.318717e+02 	2.273523e+02 	1.567510e+01 	7.980542e+01 	1.135177e-01 	1.134910e-01 	1.065783e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.248752e+01 	2.018121e+02 	7.386306e+01 	4.546152e+01 	1.111941e-01 	1.111857e-01 	1.108932e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.105783e+01 	1.276835e+02 	9.563624e+01 	2.098942e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.257735e+02 	6.015381e+02 	5.394822e+01 	2.181631e+01 	1.112781e-01 	1.112762e-01 	1.106909e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.269567e+02 	6.807742e+02 	1.218024e+01 	4.163725e+01 	1.150844e-01 	1.150403e-01 	1.037524e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.860229e+02 	2.932179e+02 	6.318261e+01 	4.401239e+01 	1.112198e-01 	1.112186e-01 	1.108047e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.346489e+02 	2.217455e+02 	1.805551e+01 	6.904103e+01 	1.129229e-01 	1.129028e-01 	1.076608e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.652250e+02 	6.609420e+02 	6.200680e+01 	3.371020e+01 	1.112237e-01 	1.112224e-01 	1.107919e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.471216e+01 	3.724019e+01 	1.174985e+01 	1.077817e+01 	1.154604e-01 	1.154121e-01 	1.031189e-01 	0.000000e+00 	1.086255e-01 	1.086252e-01 	1.085459e-01 
9.373094e+02 	1.074755e+03 	5.231485e+01 	8.513081e+01 	1.112908e-01 	1.112888e-01 	1.106643e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.657515e+02 	9.642342e+02 	7.659063e+01 	2.189207e+01 	1.111685e-01 	1.111619e-01 	1.109118e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.533923e+01 	5.616830e+01 	1.895596e+01 	1.187311e+01 	1.127833e-01 	1.127647e-01 	1.079287e-01 	0.000000e+00 	1.107909e-01 	1.107905e-01 	1.107096e-01 
2.550377e+01 	1.212408e+02 	7.952984e+01 	1.620722e+01 	1.111564e-01 	1.111509e-01 	1.108286e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.395675e+02 	1.842831e+02 	1.568275e+01 	2.903284e+01 	1.135150e-01 	1.134884e-01 	1.065827e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.700310e+02 	4.352026e+02 	4.887989e+01 	1.629171e+01 	1.113259e-01 	1.113235e-01 	1.106034e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.122263e+02 	2.013248e+02 	2.945347e+01 	5.964511e+01 	1.117774e-01 	1.117700e-01 	1.097696e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.492860e+01 	9.886183e+01 	2.340440e+01 	6.052884e+01 	1.122351e-01 	1.122225e-01 	1.089373e-01 	0.000000e+00 	1.100185e-01 	1.100182e-01 	1.099378e-01 
7.615151e+01 	1.699272e+02 	1.532682e+01 	7.844892e+01 	1.136324e-01 	1.136045e-01 	1.063740e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.421304e+01 	1.702286e+02 	7.624887e+01 	4.976672e+01 	1.111825e-01 	1.111747e-01 	1.109022e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.078586e+01 	1.542874e+02 	6.205380e+01 	1.144772e+01 	1.112293e-01 	1.112279e-01 	1.107901e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.054004e+02 	6.865241e+02 	2.489259e+01 	5.623109e+01 	1.120498e-01 	1.120393e-01 	1.092560e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.122915e+02 	6.514141e+02 	8.458172e+01 	5.454092e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.548996e+01 	4.713337e+01 	1.226173e+01 	1.938168e+01 	1.151076e-01 	1.150633e-01 	1.037446e-01 	0.000000e+00 	1.092544e-01 	1.092541e-01 	1.091743e-01 
2.377666e+01 	2.055685e+02 	9.620934e+01 	8.558246e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.516274e+02 	2.354332e+02 	4.631367e+01 	3.749213e+01 	1.113581e-01 	1.113553e-01 	1.105480e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.646240e+01 	8.668269e+01 	3.674542e+01 	2.347487e+01 	1.115457e-01 	1.115409e-01 	1.102052e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.859056e+02 	4.051297e+02 	2.328989e+01 	9.593423e+01 	1.121894e-01 	1.121774e-01 	1.090024e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.150097e+01 	8.425796e+01 	2.417979e+01 	4.857719e+01 	1.121827e-01 	1.121707e-01 	1.090351e-01 	0.000000e+00 	1.097395e-01 	1.097392e-01 	1.096590e-01 
5.484282e+02 	6.327735e+02 	4.935316e+01 	3.499215e+01 	1.113201e-01 	1.113178e-01 	1.106122e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.068173e+02 	2.031577e+02 	1.541952e+01 	8.092089e+01 	1.135993e-01 	1.135719e-01 	1.064314e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.548219e+02 	4.050877e+02 	3.254467e+01 	1.772117e+01 	1.116472e-01 	1.116412e-01 	1.100048e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.611781e+01 	1.637758e+02 	3.517615e+01 	6.248183e+01 	1.115725e-01 	1.115674e-01 	1.101526e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.920480e+01 	8.950390e+01 	2.784364e+01 	3.245545e+01 	1.118794e-01 	1.118708e-01 	1.095882e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.648786e+01 	8.036992e+01 	1.188355e+01 	4.199850e+01 	1.153196e-01 	1.152729e-01 	1.033572e-01 	0.000000e+00 	1.105306e-01 	1.105303e-01 	1.104496e-01 
2.403865e+02 	3.664304e+02 	3.002469e+01 	9.601925e+01 	1.117481e-01 	1.117410e-01 	1.098196e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.837181e+01 	1.548384e+02 	3.878274e+01 	1.768385e+01 	1.114821e-01 	1.114780e-01 	1.103189e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.106898e+01 	8.365535e+01 	4.541429e+01 	2.717209e+01 	1.114074e-01 	1.114042e-01 	1.104590e-01 	0.000000e+00 	1.108676e-01 	1.108672e-01 	1.107863e-01 
4.088669e+01 	1.316237e+02 	2.682257e+01 	6.391441e+01 	1.119319e-01 	1.119228e-01 	1.094893e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.496923e+02 	3.347045e+02 	1.241313e+01 	7.259908e+01 	1.149397e-01 	1.148973e-01 	1.040151e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.182366e+02 	2.842725e+02 	4.766999e+01 	1.836586e+01 	1.113406e-01 	1.113381e-01 	1.105787e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.957450e+01 	9.958471e+01 	2.261293e+01 	4.739728e+01 	1.122812e-01 	1.122682e-01 	1.088476e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.970921e+01 	1.116938e+02 	2.905105e+01 	2.293354e+01 	1.118021e-01 	1.117944e-01 	1.097273e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.505165e+01 	1.077699e+02 	1.230383e+01 	2.041444e+01 	1.150143e-01 	1.149711e-01 	1.038897e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.735438e+01 	1.449736e+02 	7.505721e+01 	5.256198e+01 	1.112012e-01 	1.111912e-01 	1.108760e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.560693e+01 	7.259756e+01 	1.464972e+01 	1.234091e+01 	1.138781e-01 	1.138476e-01 	1.059336e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.511288e+01 	1.721346e+02 	6.712868e+01 	6.989308e+01 	1.112078e-01 	1.112067e-01 	1.108275e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.464953e+01 	1.528910e+02 	3.855731e+01 	4.968411e+01 	1.114900e-01 	1.114858e-01 	1.103061e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.526199e+01 	1.015873e+02 	2.868357e+01 	2.764175e+01 	1.118245e-01 	1.118166e-01 	1.096873e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.076465e+01 	1.653781e+02 	2.577811e+01 	7.883529e+01 	1.119950e-01 	1.119851e-01 	1.093705e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.339240e+01 	8.756865e+01 	3.314875e+01 	3.102750e+01 	1.116537e-01 	1.116477e-01 	1.100059e-01 	0.000000e+00 	1.111404e-01 	1.111401e-01 	1.110589e-01 
3.755147e+02 	4.304622e+02 	2.386649e+01 	3.108102e+01 	1.121360e-01 	1.121244e-01 	1.090996e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.423642e+01 	1.064061e+02 	4.117440e+01 	1.099525e+01 	1.114408e-01 	1.114372e-01 	1.103980e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.182740e+02 	1.525161e+02 	1.059718e+01 	2.364490e+01 	1.163518e-01 	1.162934e-01 	1.015168e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.485933e+01 	1.343746e+02 	2.575250e+01 	4.376280e+01 	1.119961e-01 	1.119861e-01 	1.093682e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.274501e+01 	5.141081e+01 	1.688900e+01 	2.177680e+01 	1.132639e-01 	1.132400e-01 	1.070620e-01 	0.000000e+00 	1.094002e-01 	1.093999e-01 	1.093200e-01 
2.150048e+02 	2.819151e+02 	1.690604e+01 	5.000431e+01 	1.131772e-01 	1.131543e-01 	1.071941e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.722504e+01 	7.652435e+01 	1.810419e+01 	3.119512e+01 	1.129403e-01 	1.129200e-01 	1.076413e-01 	0.000000e+00 	1.109157e-01 	1.109154e-01 	1.108344e-01 
1.697930e+01 	9.927003e+01 	1.351724e+01 	6.877349e+01 	1.144055e-01 	1.143691e-01 	1.049973e-01 	0.000000e+00 	1.096102e-01 	1.096098e-01 	1.095298e-01 
1.179034e+02 	2.335671e+02 	3.736231e+01 	7.830135e+01 	1.115126e-01 	1.115081e-01 	1.102613e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.443614e+02 	1.833273e+02 	2.799101e+01 	1.097493e+01 	1.118508e-01 	1.118425e-01 	1.096323e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.161775e+01 	4.774096e+01 	1.791609e+01 	1.820712e+01 	1.130385e-01 	1.130171e-01 	1.074726e-01 	0.000000e+00 	1.093010e-01 	1.093007e-01 	1.092208e-01 
5.604309e+02 	6.215502e+02 	5.073438e+01 	1.038490e+01 	1.113063e-01 	1.113041e-01 	1.106379e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.211432e+02 	3.298505e+02 	9.198540e+01 	1.672191e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.373018e+02 	3.986662e+02 	5.063726e+01 	1.072716e+01 	1.113083e-01 	1.113061e-01 	1.106368e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.163693e+01 	1.682970e+02 	2.305809e+01 	9.360203e+01 	1.122233e-01 	1.122109e-01 	1.089504e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.069399e+01 	8.864085e+01 	1.460570e+01 	1.334117e+01 	1.138896e-01 	1.138589e-01 	1.059104e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.869120e+01 	9.423490e+01 	5.048741e+01 	2.505628e+01 	1.113329e-01 	1.113305e-01 	1.105974e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.524379e+02 	1.846360e+02 	1.325035e+01 	1.894775e+01 	1.144755e-01 	1.144383e-01 	1.048491e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.607034e+02 	7.687552e+02 	2.659608e+01 	8.145577e+01 	1.119293e-01 	1.119201e-01 	1.094784e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.332511e+02 	6.359132e+02 	1.866438e+01 	8.399768e+01 	1.128015e-01 	1.127827e-01 	1.078749e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.094128e+01 	1.368116e+02 	3.558871e+01 	8.028157e+01 	1.115824e-01 	1.115772e-01 	1.101377e-01 	0.000000e+00 	1.111009e-01 	1.111006e-01 	1.110194e-01 
5.708596e+02 	7.039083e+02 	9.863307e+01 	3.441567e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.337886e+01 	1.551426e+02 	9.826666e+01 	2.349707e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.799600e+02 	2.829179e+02 	7.447065e+01 	2.848724e+01 	1.111861e-01 	1.111785e-01 	1.109015e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.166138e+01 	1.395938e+02 	8.538931e+01 	1.254311e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.245594e+02 	6.702174e+02 	1.270677e+01 	3.295120e+01 	1.147638e-01 	1.147234e-01 	1.043248e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.277387e+02 	6.075890e+02 	2.225971e+01 	5.759063e+01 	1.122926e-01 	1.122794e-01 	1.088090e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.927478e+01 	6.503122e+01 	1.509431e+01 	2.066214e+01 	1.137319e-01 	1.137029e-01 	1.062025e-01 	0.000000e+00 	1.109550e-01 	1.109547e-01 	1.108736e-01 
1.997076e+01 	6.186029e+01 	2.325255e+01 	1.863698e+01 	1.122331e-01 	1.122206e-01 	1.089388e-01 	0.000000e+00 	1.105073e-01 	1.105070e-01 	1.104263e-01 
2.525013e+01 	1.129062e+02 	2.644666e+01 	6.120945e+01 	1.119689e-01 	1.119593e-01 	1.094238e-01 	0.000000e+00 	1.110802e-01 	1.110799e-01 	1.109987e-01 
1.306253e+01 	6.995526e+01 	1.086517e+01 	4.602757e+01 	1.161928e-01 	1.161361e-01 	1.018283e-01 	0.000000e+00 	1.090799e-01 	1.090796e-01 	1.089999e-01 
4.870502e+01 	7.869584e+01 	1.061885e+01 	1.937197e+01 	1.163409e-01 	1.162826e-01 	1.015430e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.138629e+02 	1.616510e+02 	2.040135e+01 	2.738672e+01 	1.125276e-01 	1.125118e-01 	1.083858e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.964106e+02 	3.471969e+02 	1.144569e+01 	3.934065e+01 	1.156079e-01 	1.155579e-01 	1.028254e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.010235e+02 	1.865172e+02 	4.606070e+01 	3.943300e+01 	1.113630e-01 	1.113603e-01 	1.105407e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
