MD1 	 MD2	 DMP 	 DM3 	 Br(h-->e-nu) 	 Br(h-->mu-nu) 	 Br(h-->tau-nu) 	 Br(h-->W-h1) 	 Br(W-->e-nu) 	Br(W-->mu-nu) 	 Br(W-->tau-nu)
4.082155e+01 	1.040759e+02 	4.074407e+01 	2.251032e+01 	1.114521e-01 	1.114483e-01 	1.103779e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.035241e+01 	1.320418e+02 	1.737017e+01 	2.431921e+01 	1.130722e-01 	1.130505e-01 	1.073909e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.013539e+02 	2.807628e+02 	6.741655e+01 	1.199230e+01 	1.111982e-01 	1.111971e-01 	1.108439e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.702186e+01 	1.133996e+02 	1.852672e+01 	7.785103e+01 	1.128838e-01 	1.128641e-01 	1.077494e-01 	0.000000e+00 	1.099247e-01 	1.099244e-01 	1.098441e-01 
9.135681e+01 	1.416924e+02 	3.856986e+01 	1.176578e+01 	1.114871e-01 	1.114829e-01 	1.103100e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.909478e+02 	7.612458e+02 	6.002157e+01 	1.027636e+01 	1.112350e-01 	1.112336e-01 	1.107700e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.126318e+02 	9.684101e+02 	2.207980e+01 	3.369853e+01 	1.123113e-01 	1.122979e-01 	1.087718e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.298162e+02 	2.221208e+02 	7.253572e+01 	1.976887e+01 	1.111757e-01 	1.111748e-01 	1.108843e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.349539e+02 	2.496398e+02 	3.264588e+01 	8.203997e+01 	1.116468e-01 	1.116408e-01 	1.100110e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.131868e+01 	3.676872e+01 	1.182430e+01 	1.362574e+01 	1.154415e-01 	1.153934e-01 	1.031601e-01 	0.000000e+00 	1.081464e-01 	1.081461e-01 	1.080671e-01 
2.424744e+01 	1.441729e+02 	3.462693e+01 	8.529857e+01 	1.116057e-01 	1.116002e-01 	1.100944e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.747135e+01 	8.734997e+01 	2.472750e+01 	1.515111e+01 	1.120772e-01 	1.120664e-01 	1.092202e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.903532e+02 	3.887549e+02 	5.053088e+01 	4.787084e+01 	1.113097e-01 	1.113075e-01 	1.106350e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.069082e+02 	9.861425e+02 	9.918005e+01 	8.005426e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.315928e+01 	1.307969e+02 	9.252833e+01 	1.510932e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.362887e+02 	2.356137e+02 	2.706269e+01 	7.226238e+01 	1.119047e-01 	1.118959e-01 	1.095327e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.996652e+02 	4.697804e+02 	8.187064e+01 	8.824453e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.238782e+01 	6.404506e+01 	2.109739e+01 	2.055985e+01 	1.124673e-01 	1.124522e-01 	1.085081e-01 	0.000000e+00 	1.106233e-01 	1.106229e-01 	1.105421e-01 
7.075185e+02 	7.647596e+02 	1.869934e+01 	3.854167e+01 	1.127946e-01 	1.127759e-01 	1.078862e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.941137e+02 	4.072109e+02 	4.656975e+01 	6.652741e+01 	1.113529e-01 	1.113502e-01 	1.105542e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.200776e+01 	1.122489e+02 	6.853647e+01 	2.170464e+01 	1.112052e-01 	1.112041e-01 	1.108287e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.527063e+01 	1.761584e+02 	5.280270e+01 	4.808511e+01 	1.112941e-01 	1.112921e-01 	1.106700e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.276685e+02 	2.597409e+02 	9.431239e+01 	3.776001e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.275840e+01 	7.798440e+01 	1.740874e+01 	3.781725e+01 	1.130969e-01 	1.130749e-01 	1.073577e-01 	0.000000e+00 	1.104551e-01 	1.104547e-01 	1.103740e-01 
2.961226e+01 	7.767160e+01 	1.027297e+01 	3.778636e+01 	1.167091e-01 	1.166465e-01 	1.009026e-01 	0.000000e+00 	1.107621e-01 	1.107618e-01 	1.106809e-01 
3.466865e+01 	6.975861e+01 	2.288849e+01 	1.220147e+01 	1.122484e-01 	1.122357e-01 	1.089069e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.511445e+01 	9.442872e+01 	3.478494e+01 	1.452933e+01 	1.115882e-01 	1.115829e-01 	1.101250e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.315672e+02 	6.044064e+02 	5.345491e+01 	1.938432e+01 	1.112821e-01 	1.112802e-01 	1.106834e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.316912e+01 	7.930521e+01 	3.287682e+01 	2.325928e+01 	1.116633e-01 	1.116572e-01 	1.099882e-01 	0.000000e+00 	1.111316e-01 	1.111313e-01 	1.110501e-01 
5.831776e+01 	1.109725e+02 	2.553046e+01 	2.712433e+01 	1.120132e-01 	1.120031e-01 	1.093372e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.512469e+01 	1.615621e+02 	5.269931e+01 	2.373815e+01 	1.112943e-01 	1.112923e-01 	1.106693e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.853575e+01 	6.213192e+01 	1.673489e+01 	2.686128e+01 	1.132709e-01 	1.132470e-01 	1.070438e-01 	0.000000e+00 	1.099707e-01 	1.099704e-01 	1.098901e-01 
4.622056e+01 	1.518786e+02 	8.769111e+01 	1.796689e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.165528e+02 	7.977771e+02 	3.787118e+01 	4.335305e+01 	1.114958e-01 	1.114915e-01 	1.102829e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.020807e+01 	1.663668e+02 	6.738432e+01 	3.877443e+01 	1.112030e-01 	1.112018e-01 	1.108380e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.311790e+02 	3.902424e+02 	8.706388e+01 	7.199958e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.944758e+01 	7.462081e+01 	3.034482e+01 	2.482841e+01 	1.117684e-01 	1.117611e-01 	1.097945e-01 	0.000000e+00 	1.108226e-01 	1.108223e-01 	1.107413e-01 
6.500758e+02 	6.867289e+02 	1.749890e+01 	1.915423e+01 	1.130362e-01 	1.130147e-01 	1.074453e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.120167e+01 	6.398232e+01 	1.402422e+01 	3.875643e+01 	1.142215e-01 	1.141870e-01 	1.053365e-01 	0.000000e+00 	1.090932e-01 	1.090929e-01 	1.090132e-01 
3.876933e+01 	1.222764e+02 	2.297865e+01 	6.052841e+01 	1.122367e-01 	1.122241e-01 	1.089277e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.016675e+01 	1.130135e+02 	2.103445e+01 	3.181235e+01 	1.124483e-01 	1.124334e-01 	1.085355e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.793600e+01 	5.611723e+01 	1.523360e+01 	2.294764e+01 	1.137125e-01 	1.136837e-01 	1.062442e-01 	0.000000e+00 	1.098148e-01 	1.098145e-01 	1.097343e-01 
7.014924e+02 	7.443052e+02 	1.132698e+01 	3.148575e+01 	1.156999e-01 	1.156489e-01 	1.026582e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.046888e+02 	4.535636e+02 	2.773253e+01 	2.114230e+01 	1.118620e-01 	1.118535e-01 	1.096056e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.662105e+02 	5.693189e+02 	8.499434e+01 	1.811399e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.757517e+01 	2.306516e+02 	6.095761e+01 	9.211878e+01 	1.112358e-01 	1.112344e-01 	1.107781e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.980456e+02 	4.759740e+02 	1.085202e+01 	6.707639e+01 	1.161072e-01 	1.160516e-01 	1.019408e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.062226e+01 	7.459366e+01 	3.352701e+01 	2.044439e+01 	1.116450e-01 	1.116391e-01 	1.100221e-01 	0.000000e+00 	1.110285e-01 	1.110282e-01 	1.109471e-01 
4.332143e+02 	4.596813e+02 	1.075930e+01 	1.570769e+01 	1.161926e-01 	1.161359e-01 	1.017900e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.317375e+01 	1.284443e+02 	9.536118e+01 	1.990938e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.358898e+01 	1.228337e+02 	7.849954e+01 	1.074516e+01 	1.111641e-01 	1.111573e-01 	1.109118e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.541940e+02 	3.138412e+02 	8.434035e+01 	7.530684e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.165915e+02 	8.820705e+02 	3.409764e+01 	3.138133e+01 	1.115945e-01 	1.115891e-01 	1.100984e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.294879e+02 	1.918684e+02 	4.161833e+01 	2.076210e+01 	1.114271e-01 	1.114237e-01 	1.104200e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.731110e+01 	1.955056e+02 	7.230279e+01 	6.589168e+01 	1.111800e-01 	1.111791e-01 	1.108771e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.479860e+01 	5.805313e+01 	2.809143e+01 	1.516311e+01 	1.118927e-01 	1.118840e-01 	1.095665e-01 	0.000000e+00 	1.102918e-01 	1.102915e-01 	1.102110e-01 
1.030247e+02 	1.320947e+02 	1.793030e+01 	1.113963e+01 	1.129501e-01 	1.129297e-01 	1.076129e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.279551e+02 	4.244301e+02 	1.399605e+01 	8.247898e+01 	1.141254e-01 	1.140921e-01 	1.054741e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.173419e+02 	1.007326e+03 	1.352289e+01 	7.646170e+01 	1.143373e-01 	1.143016e-01 	1.050879e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.218476e+01 	6.027259e+01 	1.458250e+01 	3.350533e+01 	1.139837e-01 	1.139519e-01 	1.057620e-01 	0.000000e+00 	1.092114e-01 	1.092111e-01 	1.091313e-01 
1.503324e+02 	2.371959e+02 	2.303231e+01 	6.383112e+01 	1.122165e-01 	1.122041e-01 	1.089563e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.294734e+01 	1.032805e+02 	2.596539e+01 	5.436775e+01 	1.120049e-01 	1.119949e-01 	1.093580e-01 	0.000000e+00 	1.109080e-01 	1.109077e-01 	1.108267e-01 
5.829619e+02 	6.726388e+02 	3.608371e+01 	5.359314e+01 	1.115392e-01 	1.115345e-01 	1.102030e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.885854e+01 	7.047910e+01 	1.706390e+01 	3.455666e+01 	1.131884e-01 	1.131654e-01 	1.071935e-01 	0.000000e+00 	1.100250e-01 	1.100246e-01 	1.099443e-01 
1.616532e+01 	1.103376e+02 	6.895148e+01 	2.522078e+01 	1.112066e-01 	1.112054e-01 	1.108235e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.136235e+01 	2.130038e+02 	8.018300e+01 	8.145842e+01 	1.111187e-01 	1.111156e-01 	1.109414e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.592009e+01 	4.610558e+01 	1.117559e+01 	1.900991e+01 	1.158985e-01 	1.158451e-01 	1.023417e-01 	0.000000e+00 	1.091709e-01 	1.091705e-01 	1.090908e-01 
4.286573e+02 	5.017234e+02 	2.745782e+01 	4.560824e+01 	1.118776e-01 	1.118690e-01 	1.095764e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.209110e+02 	1.666062e+02 	3.173842e+01 	1.395674e+01 	1.116803e-01 	1.116739e-01 	1.099494e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.944259e+01 	8.551003e+01 	1.348813e+01 	1.257931e+01 	1.143665e-01 	1.143305e-01 	1.050515e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.343329e+02 	8.166893e+02 	1.076027e+01 	7.159606e+01 	1.161907e-01 	1.161340e-01 	1.017909e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.750926e+01 	8.945435e+01 	2.003374e+01 	5.191134e+01 	1.126283e-01 	1.126114e-01 	1.082156e-01 	0.000000e+00 	1.100684e-01 	1.100681e-01 	1.099877e-01 
6.684681e+01 	1.958118e+02 	3.676352e+01 	9.220152e+01 	1.115308e-01 	1.115261e-01 	1.102301e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.074847e+01 	1.133392e+02 	1.051236e+01 	5.207836e+01 	1.164450e-01 	1.163855e-01 	1.013595e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.245007e+02 	6.164075e+02 	7.698865e+01 	1.491815e+01 	1.111665e-01 	1.111601e-01 	1.109160e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.810891e+02 	2.511017e+02 	4.999803e+01 	2.001452e+01 	1.113163e-01 	1.113140e-01 	1.106252e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.598659e+02 	3.580994e+02 	7.019096e+01 	2.804253e+01 	1.111845e-01 	1.111836e-01 	1.108668e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.457117e+01 	2.050590e+02 	8.184419e+01 	3.864367e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999997e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.129310e+01 	9.651398e+01 	6.532732e+01 	1.989356e+01 	1.112307e-01 	1.112294e-01 	1.107789e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.349557e+01 	1.771151e+02 	1.580230e+01 	7.781724e+01 	1.134822e-01 	1.134559e-01 	1.066456e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.190428e+01 	7.291467e+01 	1.406586e+01 	1.694453e+01 	1.141130e-01 	1.140798e-01 	1.055107e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.993945e+01 	1.797149e+02 	7.622909e+01 	6.354636e+01 	1.111835e-01 	1.111755e-01 	1.109005e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.230719e+02 	1.706078e+02 	1.412823e+01 	3.340764e+01 	1.140730e-01 	1.140403e-01 	1.055744e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.574549e+01 	1.912389e+02 	9.892017e+01 	5.657324e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.853332e+01 	1.623807e+02 	5.560361e+01 	8.824377e+01 	1.112871e-01 	1.112852e-01 	1.106813e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.673462e+01 	9.417796e+01 	1.434133e+01 	6.310200e+01 	1.140458e-01 	1.140133e-01 	1.056441e-01 	0.000000e+00 	1.096355e-01 	1.096352e-01 	1.095551e-01 
4.467939e+01 	9.062814e+01 	1.501012e+01 	3.093862e+01 	1.137480e-01 	1.137189e-01 	1.061689e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.988425e+02 	5.992687e+02 	6.847235e+01 	3.195387e+01 	1.111910e-01 	1.111900e-01 	1.108521e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.127993e+02 	1.353959e+02 	1.139321e+01 	1.120335e+01 	1.156528e-01 	1.156024e-01 	1.027515e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.113442e+01 	1.921976e+02 	3.571607e+01 	9.534714e+01 	1.115585e-01 	1.115535e-01 	1.101790e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.805184e+01 	8.175617e+01 	2.775187e+01 	2.595246e+01 	1.118858e-01 	1.118770e-01 	1.095767e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.564523e+01 	7.042947e+01 	3.088157e+01 	2.390266e+01 	1.117544e-01 	1.117472e-01 	1.098210e-01 	0.000000e+00 	1.105276e-01 	1.105272e-01 	1.104465e-01 
1.236423e+02 	1.543165e+02 	1.059998e+01 	2.007429e+01 	1.163489e-01 	1.162904e-01 	1.015218e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.803496e+01 	1.432300e+02 	2.568847e+01 	2.950660e+01 	1.119977e-01 	1.119878e-01 	1.093634e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.295827e+02 	7.629682e+02 	2.221185e+01 	1.117366e+01 	1.122972e-01 	1.122839e-01 	1.087989e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.106995e+01 	2.017047e+02 	9.523951e+01 	9.539526e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.501493e+02 	7.704323e+02 	4.525554e+01 	7.502746e+01 	1.113679e-01 	1.113651e-01 	1.105219e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.497068e+02 	5.384319e+02 	2.468224e+01 	6.404288e+01 	1.120670e-01 	1.120563e-01 	1.092258e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.134798e+01 	1.468346e+02 	7.634906e+01 	1.913752e+01 	1.111806e-01 	1.111731e-01 	1.109050e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.006955e+02 	3.018287e+02 	7.503352e+01 	2.609970e+01 	1.111827e-01 	1.111752e-01 	1.109029e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.135156e+01 	1.099959e+02 	3.108901e+01 	1.755536e+01 	1.117109e-01 	1.117042e-01 	1.098963e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.884051e+02 	4.399458e+02 	3.599219e+01 	1.554849e+01 	1.115425e-01 	1.115377e-01 	1.101991e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.580179e+02 	3.730915e+02 	6.309674e+01 	5.197685e+01 	1.112195e-01 	1.112182e-01 	1.108039e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.716060e+02 	2.133528e+02 	2.478533e+01 	1.696142e+01 	1.120616e-01 	1.120509e-01 	1.092413e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.379869e+02 	2.020957e+02 	4.233151e+01 	2.177730e+01 	1.114151e-01 	1.114117e-01 	1.104422e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.629379e+02 	4.963330e+02 	1.662018e+01 	1.677484e+01 	1.132472e-01 	1.132235e-01 	1.070624e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.648180e+02 	5.283799e+02 	1.027600e+01 	5.328593e+01 	1.166757e-01 	1.166134e-01 	1.009404e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.263063e+01 	1.104865e+02 	4.933992e+01 	3.851597e+01 	1.113413e-01 	1.113388e-01 	1.105827e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.392522e+02 	5.880997e+02 	1.297599e+01 	3.587158e+01 	1.146149e-01 	1.145761e-01 	1.045922e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.413520e+02 	2.988679e+02 	1.279259e+01 	4.472330e+01 	1.147174e-01 	1.146775e-01 	1.044127e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.111604e+02 	1.666588e+02 	4.375091e+01 	1.174750e+01 	1.113941e-01 	1.113910e-01 	1.104823e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.418361e+02 	2.030041e+02 	1.099701e+01 	5.017100e+01 	1.159810e-01 	1.159268e-01 	1.021694e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.041756e+02 	2.627586e+02 	6.276279e+01 	9.582020e+01 	1.112242e-01 	1.112229e-01 	1.107990e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.995108e+01 	1.560327e+02 	1.666973e+01 	8.941186e+01 	1.132485e-01 	1.132249e-01 	1.070741e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.570934e+01 	8.195906e+01 	2.589034e+01 	4.035938e+01 	1.120278e-01 	1.120176e-01 	1.093177e-01 	0.000000e+00 	1.102469e-01 	1.102466e-01 	1.101660e-01 
1.648351e+01 	1.840927e+02 	9.475643e+01 	7.285279e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.846765e+01 	1.585973e+02 	6.160348e+01 	7.852617e+01 	1.112454e-01 	1.112439e-01 	1.107567e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.035774e+02 	2.004490e+02 	6.038903e+01 	3.648248e+01 	1.112379e-01 	1.112364e-01 	1.107737e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.001203e+02 	8.544209e+02 	1.463068e+01 	3.967000e+01 	1.138682e-01 	1.138376e-01 	1.059338e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.108201e+01 	1.748892e+02 	8.507974e+01 	3.872750e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.861943e+02 	5.376633e+02 	1.277847e+01 	3.869054e+01 	1.147237e-01 	1.146837e-01 	1.043979e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.588495e+02 	6.436643e+02 	2.467876e+01 	6.013601e+01 	1.120668e-01 	1.120562e-01 	1.092250e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.790887e+02 	7.313975e+02 	3.931701e+01 	1.299178e+01 	1.114652e-01 	1.114612e-01 	1.103402e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.147684e+01 	1.781212e+02 	9.521444e+01 	1.142993e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.191178e+02 	2.828357e+02 	9.345410e+01 	7.026373e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.051665e+01 	1.302728e+02 	7.026068e+01 	4.949548e+01 	1.112051e-01 	1.112040e-01 	1.108213e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.337608e+02 	1.588057e+02 	1.273565e+01 	1.230925e+01 	1.147519e-01 	1.147116e-01 	1.043547e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.107725e+02 	2.490988e+02 	7.657437e+01 	6.175187e+01 	1.111749e-01 	1.111680e-01 	1.109128e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.194785e+01 	1.907317e+02 	8.179761e+01 	2.698629e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.815272e+01 	8.224991e+01 	3.497186e+01 	1.912533e+01 	1.115918e-01 	1.115865e-01 	1.101199e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.003334e+01 	4.923425e+01 	1.407582e+01 	2.512508e+01 	1.142151e-01 	1.141807e-01 	1.053507e-01 	0.000000e+00 	1.088242e-01 	1.088239e-01 	1.087444e-01 
1.627586e+02 	2.047187e+02 	1.616695e+01 	2.579323e+01 	1.133723e-01 	1.133472e-01 	1.068409e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.270059e+01 	1.255463e+02 	9.088126e+01 	1.196449e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.154403e+01 	8.655008e+01 	1.297273e+01 	5.203332e+01 	1.146636e-01 	1.146243e-01 	1.045305e-01 	0.000000e+00 	1.100611e-01 	1.100608e-01 	1.099804e-01 
1.225328e+02 	1.693652e+02 	1.341336e+01 	3.341905e+01 	1.143957e-01 	1.143594e-01 	1.049937e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.459971e+02 	4.766496e+02 	3.939166e+01 	9.126085e+01 	1.114651e-01 	1.114611e-01 	1.103439e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.008547e+02 	1.997688e+02 	3.634701e+01 	6.256709e+01 	1.115381e-01 	1.115334e-01 	1.102145e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.359024e+01 	6.702371e+01 	1.802972e+01 	2.540375e+01 	1.129618e-01 	1.129413e-01 	1.076034e-01 	0.000000e+00 	1.105747e-01 	1.105743e-01 	1.104936e-01 
1.725876e+01 	1.150678e+02 	5.124188e+01 	4.656712e+01 	1.113270e-01 	1.113246e-01 	1.106081e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.598224e+01 	1.158592e+02 	1.135820e+01 	3.851878e+01 	1.156854e-01 	1.156346e-01 	1.026975e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
