MD1 	 MD2	 DMP 	 DM2 	 Br(h+->e+nu) 	 Br(h+->mu+nu) 	 Br(h+->tau+nu) 	 Br(h+->W-h1) 	 Br(W-->e+nu) 	Br(W-->mu+nu) 	 Br(W-->tau+nu)
5.954987e+01 	1.458313e+02 	5.139567e+01 	3.488578e+01 	1.113084e-01 	1.113062e-01 	1.106439e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.827036e+01 	1.312357e+02 	1.217739e+01 	8.078791e+01 	1.151076e-01 	1.150633e-01 	1.037297e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.476322e+02 	4.222161e+02 	6.342896e+01 	1.115488e+01 	1.112170e-01 	1.112157e-01 	1.108070e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.018686e+02 	3.598524e+02 	4.469023e+01 	1.329355e+01 	1.113773e-01 	1.113743e-01 	1.105085e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.182089e+01 	7.180967e+01 	3.267507e+01 	2.731372e+01 	1.116975e-01 	1.116910e-01 	1.099262e-01 	0.000000e+00 	1.102939e-01 	1.102936e-01 	1.102130e-01 
3.189425e+01 	1.996644e+02 	8.859248e+01 	7.917770e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.328764e+02 	4.598292e+02 	1.527687e+01 	1.167594e+01 	1.136409e-01 	1.136129e-01 	1.063480e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.858862e+02 	9.736409e+02 	6.172615e+01 	2.602852e+01 	1.112244e-01 	1.112231e-01 	1.107883e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.310208e+01 	1.914619e+02 	9.089575e+01 	1.746404e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.857954e+02 	4.095089e+02 	9.136103e+01 	3.235240e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.924922e+02 	1.099882e+03 	3.133977e+01 	7.605052e+01 	1.116899e-01 	1.116834e-01 	1.099202e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.342260e+02 	3.628463e+02 	5.354718e+01 	7.507316e+01 	1.112833e-01 	1.112813e-01 	1.106855e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.481697e+01 	1.378028e+02 	8.709184e+01 	1.589402e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.849509e+01 	7.500192e+01 	1.617402e+01 	4.033280e+01 	1.134211e-01 	1.133955e-01 	1.067712e-01 	0.000000e+00 	1.099317e-01 	1.099314e-01 	1.098511e-01 
3.997240e+01 	1.559645e+02 	7.794815e+01 	3.804395e+01 	1.111685e-01 	1.111615e-01 	1.109116e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.271492e+02 	6.241302e+02 	1.857247e+01 	7.840853e+01 	1.128185e-01 	1.127995e-01 	1.078439e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.345411e+02 	2.414229e+02 	2.146656e+01 	8.541532e+01 	1.123877e-01 	1.123734e-01 	1.086418e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.403843e+01 	9.424918e+01 	2.761133e+01 	2.259942e+01 	1.118832e-01 	1.118746e-01 	1.095789e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.238407e+01 	1.480465e+02 	4.979600e+01 	5.586647e+01 	1.113273e-01 	1.113249e-01 	1.106093e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.521828e+01 	1.159517e+02 	1.240603e+01 	4.832741e+01 	1.149550e-01 	1.149125e-01 	1.039981e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.025192e+01 	5.472026e+01 	1.018410e+01 	1.428423e+01 	1.168046e-01 	1.167408e-01 	1.007351e-01 	0.000000e+00 	1.108187e-01 	1.108184e-01 	1.107375e-01 
2.291213e+02 	2.633767e+02 	2.044529e+01 	1.381005e+01 	1.125184e-01 	1.125027e-01 	1.083984e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.315064e+01 	1.365199e+02 	8.990357e+01 	1.346573e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.569421e+02 	9.687135e+02 	3.611412e+01 	7.565733e+01 	1.115378e-01 	1.115330e-01 	1.102039e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.980096e+02 	6.459484e+02 	5.461476e+01 	9.332405e+01 	1.112729e-01 	1.112711e-01 	1.107009e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.311724e+02 	3.552228e+02 	6.859666e+01 	5.545371e+01 	1.111922e-01 	1.111912e-01 	1.108539e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.042643e+01 	1.564405e+02 	9.988248e+01 	2.613155e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.897733e+01 	1.546633e+02 	7.758591e+01 	3.810003e+01 	1.111720e-01 	1.111650e-01 	1.109110e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.678715e+02 	1.976565e+02 	1.243249e+01 	1.735245e+01 	1.149292e-01 	1.148870e-01 	1.040362e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.415085e+02 	8.014411e+02 	3.317117e+01 	2.676142e+01 	1.116243e-01 	1.116185e-01 	1.100436e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.956215e+01 	1.762488e+02 	8.299911e+01 	7.368750e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.759368e+01 	1.451987e+02 	9.487649e+01 	1.272852e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.004872e+01 	1.490920e+02 	5.468931e+01 	8.435401e+01 	1.113067e-01 	1.113046e-01 	1.106424e-01 	0.000000e+00 	1.110833e-01 	1.110829e-01 	1.110018e-01 
1.313239e+01 	8.324427e+01 	3.170991e+01 	3.840198e+01 	1.117288e-01 	1.117220e-01 	1.098684e-01 	0.000000e+00 	1.103523e-01 	1.103520e-01 	1.102714e-01 
2.894026e+01 	5.619492e+01 	1.719641e+01 	1.005825e+01 	1.131348e-01 	1.131124e-01 	1.072861e-01 	0.000000e+00 	1.110119e-01 	1.110116e-01 	1.109305e-01 
6.151414e+01 	1.458876e+02 	1.415016e+01 	7.022329e+01 	1.140703e-01 	1.140376e-01 	1.055843e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.155530e+02 	4.447880e+02 	1.341093e+01 	1.582408e+01 	1.143927e-01 	1.143564e-01 	1.049920e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.819543e+02 	8.613802e+02 	2.237589e+01 	5.704997e+01 	1.122793e-01 	1.122662e-01 	1.088315e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.882424e+01 	1.645455e+02 	9.257828e+01 	1.314301e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.371430e+02 	7.317622e+02 	8.033962e+01 	1.427962e+01 	1.110995e-01 	1.110978e-01 	1.109494e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.443713e+01 	7.964329e+01 	2.154376e+01 	1.366240e+01 	1.123901e-01 	1.123759e-01 	1.086446e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.044453e+02 	4.609962e+02 	1.761510e+01 	3.893580e+01 	1.130116e-01 	1.129905e-01 	1.074924e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.844004e+02 	1.121222e+03 	4.161070e+01 	9.521125e+01 	1.114221e-01 	1.114186e-01 	1.104188e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.236904e+02 	5.428713e+02 	7.996012e+01 	3.922085e+01 	1.111488e-01 	1.111422e-01 	1.109173e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.029138e+01 	1.687122e+02 	5.809520e+01 	8.032559e+01 	1.112616e-01 	1.112600e-01 	1.107298e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.744369e+02 	7.068716e+02 	6.206051e+01 	7.037422e+01 	1.112234e-01 	1.112220e-01 	1.107924e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.123625e+01 	2.070181e+02 	5.845329e+01 	5.732855e+01 	1.112506e-01 	1.112490e-01 	1.107504e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.597717e+02 	8.215004e+02 	2.090834e+01 	4.082037e+01 	1.124530e-01 	1.124380e-01 	1.085121e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.037542e+01 	5.302911e+01 	3.195607e+01 	1.069762e+01 	1.117314e-01 	1.117245e-01 	1.098638e-01 	0.000000e+00 	1.101256e-01 	1.101253e-01 	1.100448e-01 
2.837035e+01 	1.159747e+02 	4.453444e+01 	4.306990e+01 	1.113968e-01 	1.113936e-01 	1.104807e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.319807e+02 	1.862697e+02 	1.616289e+01 	3.812618e+01 	1.133744e-01 	1.133494e-01 	1.068383e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.732572e+02 	2.452956e+02 	2.198976e+01 	5.004865e+01 	1.123255e-01 	1.123119e-01 	1.087547e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.374160e+02 	3.153259e+02 	1.255328e+01 	6.535654e+01 	1.148554e-01 	1.148140e-01 	1.041660e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.333979e+02 	1.692680e+02 	1.551573e+01 	2.035432e+01 	1.135673e-01 	1.135402e-01 	1.064882e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.514903e+02 	2.120214e+02 	2.307895e+01 	3.745220e+01 	1.122119e-01 	1.121996e-01 	1.089648e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.362342e+01 	2.047111e+02 	9.311840e+01 	3.796928e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.097774e+02 	2.263753e+02 	8.922023e+01 	2.737768e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.487380e+01 	7.604112e+01 	1.052331e+01 	2.064401e+01 	1.164367e-01 	1.163773e-01 	1.013753e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.062505e+02 	3.380204e+02 	1.762852e+01 	1.414137e+01 	1.130093e-01 	1.129883e-01 	1.074980e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.133919e+01 	9.097726e+01 	3.958123e+01 	1.005684e+01 	1.114741e-01 	1.114701e-01 	1.103370e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.530181e+01 	1.636055e+02 	4.076907e+01 	6.753464e+01 	1.114479e-01 	1.114442e-01 	1.103848e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.093714e+02 	5.419591e+02 	1.160950e+01 	2.097816e+01 	1.154818e-01 	1.154332e-01 	1.030464e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.764145e+02 	8.253600e+02 	2.523122e+01 	2.371426e+01 	1.120235e-01 	1.120132e-01 	1.093034e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.742321e+02 	4.756260e+02 	7.770073e+01 	2.369318e+01 	1.111606e-01 	1.111546e-01 	1.109202e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.896139e+01 	8.274695e+01 	2.492510e+01 	1.886046e+01 	1.120655e-01 	1.120548e-01 	1.092430e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.590584e+01 	1.826637e+02 	9.722754e+01 	5.953032e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.125401e+01 	1.054148e+02 	1.447775e+01 	7.968308e+01 	1.140343e-01 	1.140020e-01 	1.056726e-01 	0.000000e+00 	1.091234e-01 	1.091231e-01 	1.090434e-01 
3.314624e+01 	1.267593e+02 	2.948589e+01 	6.412715e+01 	1.117912e-01 	1.117836e-01 	1.097505e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.106951e+02 	8.427627e+02 	1.214971e+01 	1.991787e+01 	1.151038e-01 	1.150595e-01 	1.037167e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.661742e+01 	1.057072e+02 	2.607457e+01 	2.301516e+01 	1.119754e-01 	1.119658e-01 	1.094072e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.455411e+01 	1.538915e+02 	8.505138e+01 	1.428601e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.490049e+02 	2.949528e+02 	9.778737e+01 	4.816057e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.920981e+02 	1.021709e+03 	1.113583e+01 	1.847473e+01 	1.158567e-01 	1.158039e-01 	1.023793e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.743675e+01 	1.436504e+02 	7.114683e+01 	1.506680e+01 	1.111853e-01 	1.111844e-01 	1.108682e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.001014e+01 	9.694801e+01 	5.017138e+01 	3.676648e+01 	1.113507e-01 	1.113482e-01 	1.105621e-01 	0.000000e+00 	1.109729e-01 	1.109726e-01 	1.108915e-01 
1.275469e+02 	1.886096e+02 	3.138527e+01 	2.967741e+01 	1.116936e-01 	1.116871e-01 	1.099244e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.339803e+01 	6.585403e+01 	3.876091e+01 	1.369509e+01 	1.115192e-01 	1.115147e-01 	1.102542e-01 	0.000000e+00 	1.107422e-01 	1.107419e-01 	1.106610e-01 
3.123363e+01 	7.928797e+01 	3.633840e+01 	1.171593e+01 	1.115523e-01 	1.115474e-01 	1.101927e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.231853e+02 	7.616050e+02 	1.599497e+01 	2.242474e+01 	1.134174e-01 	1.133918e-01 	1.067509e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.257565e+02 	2.616018e+02 	2.068772e+01 	1.515759e+01 	1.124851e-01 	1.124698e-01 	1.084596e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.982099e+02 	5.332769e+02 	1.601675e+01 	1.905028e+01 	1.134117e-01 	1.133863e-01 	1.067628e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.998659e+01 	7.761957e+01 	1.538458e+01 	2.224841e+01 	1.136245e-01 	1.135968e-01 	1.063935e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.276443e+01 	1.600728e+02 	6.067410e+01 	8.663423e+01 	1.112571e-01 	1.112555e-01 	1.107333e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.128716e+02 	3.583948e+02 	2.040963e+01 	2.511348e+01 	1.125225e-01 	1.125068e-01 	1.083891e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.960393e+01 	1.780249e+02 	9.654978e+01 	5.187117e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.342124e+02 	3.791797e+02 	1.330169e+01 	3.166560e+01 	1.144472e-01 	1.144102e-01 	1.048954e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.716486e+01 	1.092087e+02 	3.427915e+01 	1.776467e+01 	1.116001e-01 	1.115947e-01 	1.101020e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.084902e+01 	1.001988e+02 	1.161325e+01 	4.773651e+01 	1.154981e-01 	1.154494e-01 	1.030343e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.718892e+01 	2.038228e+02 	3.698574e+01 	8.964814e+01 	1.115241e-01 	1.115196e-01 	1.102418e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.272211e+01 	1.498574e+02 	1.847098e+01 	7.866435e+01 	1.128507e-01 	1.128314e-01 	1.077991e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.782465e+01 	1.164715e+02 	2.842991e+01 	4.021690e+01 	1.118368e-01 	1.118287e-01 	1.096642e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.879371e+01 	1.026398e+02 	4.522700e+01 	1.861905e+01 	1.113822e-01 	1.113793e-01 	1.105074e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.262824e+01 	1.015764e+02 	2.033530e+01 	5.861291e+01 	1.125699e-01 	1.125537e-01 	1.083200e-01 	0.000000e+00 	1.106055e-01 	1.106052e-01 	1.105244e-01 
2.113669e+02 	3.733837e+02 	8.866493e+01 	7.335186e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.503025e+02 	8.753558e+02 	1.480694e+01 	1.024637e+01 	1.138028e-01 	1.137730e-01 	1.060517e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.994872e+02 	2.817701e+02 	6.858156e+01 	1.370131e+01 	1.111927e-01 	1.111917e-01 	1.108538e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.331784e+02 	1.655491e+02 	1.512727e+01 	1.724346e+01 	1.136951e-01 	1.136665e-01 	1.062567e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.758960e+02 	9.352142e+02 	9.204344e+01 	6.727471e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.585657e+02 	3.109639e+02 	3.465217e+01 	1.774600e+01 	1.115805e-01 	1.115752e-01 	1.101306e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.844500e+02 	2.649686e+02 	6.464093e+01 	1.587775e+01 	1.112122e-01 	1.112110e-01 	1.108188e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.080608e+02 	2.559387e+02 	2.581857e+01 	2.205931e+01 	1.119842e-01 	1.119743e-01 	1.093833e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.134570e+02 	3.625284e+02 	1.353710e+01 	3.553435e+01 	1.143327e-01 	1.142971e-01 	1.051013e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.119669e+02 	3.792786e+02 	5.502874e+01 	1.228300e+01 	1.112708e-01 	1.112690e-01 	1.107074e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.538111e+02 	8.387577e+02 	3.764377e+01 	4.730281e+01 	1.115008e-01 	1.114965e-01 	1.102733e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.476876e+02 	6.013611e+02 	9.315926e+01 	6.051422e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.275727e+02 	3.178380e+02 	3.619265e+01 	5.407265e+01 	1.115387e-01 	1.115339e-01 	1.102091e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.044275e+01 	7.848295e+01 	4.148115e+01 	1.655904e+01 	1.114524e-01 	1.114487e-01 	1.103777e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.432930e+01 	1.073825e+02 	2.929151e+01 	3.376168e+01 	1.117947e-01 	1.117870e-01 	1.097426e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.783000e+01 	1.103801e+02 	2.926022e+01 	5.328994e+01 	1.118066e-01 	1.117989e-01 	1.097228e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.829355e+02 	3.481110e+02 	1.803038e+01 	4.714507e+01 	1.129253e-01 	1.129051e-01 	1.076521e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.694547e+01 	1.622675e+02 	1.095066e+01 	7.437139e+01 	1.160262e-01 	1.159715e-01 	1.020938e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.743641e+02 	4.308370e+02 	9.614146e+01 	6.033150e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.623314e+02 	2.249986e+02 	4.140796e+01 	2.125931e+01 	1.114298e-01 	1.114263e-01 	1.104137e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.739763e+01 	1.366119e+02 	9.088592e+01 	2.832837e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
9.442025e+01 	2.167673e+02 	9.119825e+01 	3.114880e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.440714e+01 	1.294520e+02 	5.326727e+01 	4.177756e+01 	1.112971e-01 	1.112951e-01 	1.106649e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.399709e+01 	9.441099e+01 	4.604676e+01 	2.436713e+01 	1.113792e-01 	1.113763e-01 	1.105128e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.110260e+01 	7.524066e+01 	5.322654e+01 	1.091152e+01 	1.113175e-01 	1.113154e-01 	1.106231e-01 	0.000000e+00 	1.110895e-01 	1.110892e-01 	1.110081e-01 
2.962655e+02 	3.422502e+02 	1.872973e+01 	2.725492e+01 	1.127910e-01 	1.127723e-01 	1.078973e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.108643e+02 	2.027906e+02 	8.056999e+01 	1.135636e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.519039e+01 	1.806486e+02 	9.817068e+01 	1.728750e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999999e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.335902e+02 	1.904241e+02 	2.791985e+01 	2.891411e+01 	1.118551e-01 	1.118467e-01 	1.096248e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.583812e+02 	6.255307e+02 	2.151286e+01 	4.563663e+01 	1.123778e-01 	1.123636e-01 	1.086519e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.462278e+01 	9.642562e+01 	6.750043e+01 	1.430241e+01 	1.112153e-01 	1.112141e-01 	1.108078e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
8.344415e+02 	8.737097e+02 	2.821819e+01 	1.104995e+01 	1.118338e-01 	1.118256e-01 	1.096541e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.306487e+02 	4.509660e+02 	9.982632e+01 	2.049092e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	1.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
6.707341e+01 	1.634254e+02 	8.245821e+01 	1.389377e+01 	0.000000e+00 	0.000000e+00 	0.000000e+00 	9.999998e-01 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.714350e+01 	9.156604e+01 	1.481969e+01 	1.960285e+01 	1.138112e-01 	1.137814e-01 	1.060526e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.040854e+01 	6.578556e+01 	1.369016e+01 	4.168685e+01 	1.143812e-01 	1.143449e-01 	1.050521e-01 	0.000000e+00 	1.090080e-01 	1.090077e-01 	1.089281e-01 
4.464495e+01 	7.969752e+01 	2.302056e+01 	1.203201e+01 	1.122295e-01 	1.122171e-01 	1.089399e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
3.053293e+01 	1.499840e+02 	5.647772e+01 	6.297337e+01 	1.112730e-01 	1.112713e-01 	1.107089e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.253034e+01 	1.241316e+02 	2.383366e+01 	2.776763e+01 	1.121467e-01 	1.121351e-01 	1.090895e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.301134e+02 	1.632516e+02 	1.598814e+01 	1.715012e+01 	1.134243e-01 	1.133987e-01 	1.067478e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
4.562081e+01 	1.144185e+02 	1.889794e+01 	4.989972e+01 	1.127754e-01 	1.127569e-01 	1.079381e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
7.405208e+02 	7.988644e+02 	4.535012e+01 	1.299346e+01 	1.113665e-01 	1.113636e-01 	1.105240e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
5.513158e+01 	1.212146e+02 	2.281820e+01 	4.326486e+01 	1.122462e-01 	1.122335e-01 	1.089079e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.125871e+02 	1.622748e+02 	1.526321e+01 	3.442449e+01 	1.136502e-01 	1.136221e-01 	1.063389e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.847320e+01 	1.561836e+02 	7.704784e+01 	6.066258e+01 	1.111855e-01 	1.111767e-01 	1.108895e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
1.264359e+02 	2.034016e+02 	3.689793e+01 	4.006780e+01 	1.115233e-01 	1.115187e-01 	1.102410e-01 	0.000000e+00 	1.111432e-01 	1.111428e-01 	1.110616e-01 
2.323073e+01 	7.982041e+01 	1.617624e+01 	4.041344e+01 	1.134064e-01 	1.133810e-01 	1.067949e-01 	0.000000e+00 	1.104331e-01 	1.104328e-01 	1.103521e-01 
