Mh	DMP	CrossSection_fb	 	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1	totalWidth	brh2	brhp	brhm	cs_total
170	80	1.991300e+01	1.002200e-01	1.003900e-01	1.002200e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.008300e-01	1.000000e+00	NaN	NaN	1.991300e+01
170	90	1.794500e+01	1.203400e-01	1.212700e-01	1.213500e-01	NaN	NaN	NaN	NaN	NaN	NaN	3.629600e-01	1.000000e+00	NaN	NaN	1.794500e+01
180	10	4.451500e+01	7.971100e-03	7.972900e-03	7.944800e-03	NaN	NaN	NaN	NaN	NaN	NaN	2.388880e-02	1.000000e+00	NaN	NaN	4.451500e+01
180	100	1.621400e+01	1.458400e-01	1.442900e-01	1.437900e-01	NaN	NaN	NaN	NaN	NaN	NaN	4.339200e-01	1.000000e+00	NaN	NaN	1.621400e+01
180	110	1.464800e+01	1.707800e-01	1.703900e-01	1.690900e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.102600e-01	1.000000e+00	NaN	NaN	1.464800e+01
180	120	1.330700e+01	1.988900e-01	1.985400e-01	1.975100e-01	NaN	NaN	NaN	NaN	NaN	NaN	5.949400e-01	1.000000e+00	NaN	NaN	1.330700e+01
180	20	3.930500e+01	1.529800e-02	1.529800e-02	1.530800e-02	NaN	NaN	NaN	NaN	NaN	NaN	4.590400e-02	1.000000e+00	NaN	NaN	3.930500e+01
180	30	3.482900e+01	2.448400e-02	2.472000e-02	2.451100e-02	NaN	NaN	NaN	NaN	NaN	NaN	7.371500e-02	1.000000e+00	NaN	NaN	3.482900e+01
180	40	3.097000e+01	3.583200e-02	3.589400e-02	3.590300e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.076290e-01	1.000000e+00	NaN	NaN	3.097000e+01
180	50	2.763100e+01	4.903900e-02	4.875200e-02	4.880500e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.465960e-01	1.000000e+00	NaN	NaN	2.763100e+01
180	60	2.469900e+01	6.432400e-02	6.396300e-02	6.384100e-02	NaN	NaN	NaN	NaN	NaN	NaN	1.921280e-01	1.000000e+00	NaN	NaN	2.469900e+01
