MD1	DMP	DM3	CrossSection_fb	~h2->e1,E1,~h1	~h2->e2,E2,~h1	~h2->e3,E3,~h1	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1
40	10	100	4.458900e+01	7.952300e-03	7.981700e-03	7.932000e-03	NaN	NaN	NaN	NaN	NaN	NaN
40	100	100	1.619800e+01	1.447500e-01	1.450900e-01	1.443700e-01	NaN	NaN	NaN	NaN	NaN	NaN
40	110	100	1.466300e+01	1.710200e-01	1.704600e-01	1.696000e-01	NaN	NaN	NaN	NaN	NaN	NaN
40	120	100	1.330300e+01	1.991000e-01	1.991500e-01	1.969400e-01	NaN	NaN	NaN	NaN	NaN	NaN
40	20	100	3.940600e+01	1.532000e-02	1.532500e-02	1.527500e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	30	100	3.480300e+01	2.449500e-02	2.468800e-02	2.454500e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	40	100	3.097400e+01	3.574800e-02	3.563300e-02	3.571400e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	50	100	2.762300e+01	4.860000e-02	4.922800e-02	4.903700e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	60	100	2.468900e+01	6.403800e-02	6.458000e-02	6.415000e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	70	100	2.217100e+01	8.191700e-02	8.139800e-02	8.078900e-02	NaN	NaN	NaN	NaN	NaN	NaN
40	80	100	1.992500e+01	1.003700e-01	1.002700e-01	1.003800e-01	NaN	NaN	NaN	NaN	NaN	NaN
40	90	100	1.793700e+01	1.221800e-01	1.210500e-01	1.205800e-01	NaN	NaN	NaN	NaN	NaN	NaN
50	10	100	4.466900e+01	7.963700e-03	7.972300e-03	7.939800e-03	NaN	NaN	NaN	NaN	NaN	NaN
50	100	100	1.620800e+01	1.429600e-01	1.439100e-01	1.443600e-01	NaN	NaN	NaN	NaN	NaN	NaN
50	110	100	1.466600e+01	1.697700e-01	1.707600e-01	1.690600e-01	NaN	NaN	NaN	NaN	NaN	NaN
50	120	100	1.330800e+01	1.987300e-01	1.981500e-01	1.976400e-01	NaN	NaN	NaN	NaN	NaN	NaN
50	20	100	3.930500e+01	1.533300e-02	1.526500e-02	1.525100e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	30	100	3.480200e+01	2.450900e-02	2.447400e-02	2.458800e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	40	100	3.100500e+01	3.586000e-02	3.600400e-02	3.591700e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	50	100	2.759000e+01	4.892900e-02	4.912900e-02	4.903600e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	60	100	2.469700e+01	6.413000e-02	6.415900e-02	6.376300e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	70	100	2.214300e+01	8.147000e-02	8.117100e-02	8.096400e-02	NaN	NaN	NaN	NaN	NaN	NaN
50	80	100	1.993500e+01	9.965400e-02	9.985900e-02	1.001200e-01	NaN	NaN	NaN	NaN	NaN	NaN
50	90	100	1.793400e+01	1.218200e-01	1.217300e-01	1.211300e-01	NaN	NaN	NaN	NaN	NaN	NaN
60	10	100	4.459200e+01	7.943800e-03	7.959800e-03	7.936300e-03	NaN	NaN	NaN	NaN	NaN	NaN
60	100	100	1.620600e+01	1.444000e-01	1.442000e-01	1.444900e-01	NaN	NaN	NaN	NaN	NaN	NaN
60	110	100	1.466500e+01	1.691800e-01	1.715300e-01	1.699000e-01	NaN	NaN	NaN	NaN	NaN	NaN
60	120	100	1.330900e+01	1.977700e-01	1.973800e-01	1.969300e-01	NaN	NaN	NaN	NaN	NaN	NaN
60	20	100	3.931700e+01	1.534700e-02	1.530700e-02	1.527000e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	30	100	3.483800e+01	2.480100e-02	2.462600e-02	2.467000e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	40	100	3.099700e+01	3.570500e-02	3.583700e-02	3.569800e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	50	100	2.765900e+01	4.920400e-02	4.909900e-02	4.865700e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	60	100	2.470100e+01	6.422200e-02	6.422300e-02	6.426100e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	70	100	2.213900e+01	8.085700e-02	8.096600e-02	8.097900e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	80	100	1.989300e+01	1.010200e-01	9.979500e-02	9.918400e-02	NaN	NaN	NaN	NaN	NaN	NaN
60	90	100	1.794300e+01	1.220300e-01	1.226800e-01	1.214100e-01	NaN	NaN	NaN	NaN	NaN	NaN
70	10	100	4.450400e+01	7.956200e-03	7.976500e-03	7.929900e-03	NaN	NaN	NaN	NaN	NaN	NaN
70	100	100	1.621800e+01	1.445600e-01	1.447400e-01	1.445600e-01	NaN	NaN	NaN	NaN	NaN	NaN
70	110	100	1.468100e+01	1.694800e-01	1.716600e-01	1.722900e-01	NaN	NaN	NaN	NaN	NaN	NaN
70	120	100	1.332100e+01	1.958200e-01	2.006900e-01	1.973300e-01	NaN	NaN	NaN	NaN	NaN	NaN
70	20	100	3.941800e+01	1.527300e-02	1.532400e-02	1.531500e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	30	100	3.488800e+01	2.439700e-02	2.464900e-02	2.453600e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	40	100	3.098800e+01	3.604000e-02	3.592000e-02	3.571300e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	50	100	2.760200e+01	4.898900e-02	4.899200e-02	4.902900e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	60	100	2.469800e+01	6.372200e-02	6.364100e-02	6.402100e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	70	100	2.214100e+01	8.179800e-02	8.119800e-02	8.064600e-02	NaN	NaN	NaN	NaN	NaN	NaN
70	80	100	1.991300e+01	1.002200e-01	1.003900e-01	1.002200e-01	NaN	NaN	NaN	NaN	NaN	NaN
70	90	100	1.794500e+01	1.203400e-01	1.212700e-01	1.213500e-01	NaN	NaN	NaN	NaN	NaN	NaN
80	10	100	4.451500e+01	7.971100e-03	7.972900e-03	7.944800e-03	NaN	NaN	NaN	NaN	NaN	NaN
80	100	100	1.621400e+01	1.458400e-01	1.442900e-01	1.437900e-01	NaN	NaN	NaN	NaN	NaN	NaN
80	110	100	1.464800e+01	1.707800e-01	1.703900e-01	1.690900e-01	NaN	NaN	NaN	NaN	NaN	NaN
80	120	100	1.330700e+01	1.988900e-01	1.985400e-01	1.975100e-01	NaN	NaN	NaN	NaN	NaN	NaN
80	20	100	3.930500e+01	1.529800e-02	1.529800e-02	1.530800e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	30	100	3.482900e+01	2.448400e-02	2.472000e-02	2.451100e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	40	100	3.097000e+01	3.583200e-02	3.589400e-02	3.590300e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	50	100	2.763100e+01	4.903900e-02	4.875200e-02	4.880500e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	60	100	2.469900e+01	6.432400e-02	6.396300e-02	6.384100e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	70	100	2.213200e+01	8.048800e-02	8.109500e-02	8.133100e-02	NaN	NaN	NaN	NaN	NaN	NaN
80	80	100	1.988200e+01	1.005700e-01	1.003800e-01	1.004000e-01	NaN	NaN	NaN	NaN	NaN	NaN
80	90	100	1.794300e+01	1.223500e-01	1.222800e-01	1.209500e-01	NaN	NaN	NaN	NaN	NaN	NaN
90	10	100	4.452900e+01	7.941300e-03	7.962900e-03	7.952500e-03	NaN	NaN	NaN	NaN	NaN	NaN
90	100	100	1.621300e+01	1.439300e-01	1.444000e-01	1.452400e-01	NaN	NaN	NaN	NaN	NaN	NaN
90	110	100	1.467600e+01	1.706700e-01	1.704000e-01	1.690000e-01	NaN	NaN	NaN	NaN	NaN	NaN
90	120	100	1.330100e+01	1.988900e-01	1.993100e-01	1.983900e-01	NaN	NaN	NaN	NaN	NaN	NaN
90	20	100	3.939700e+01	1.531200e-02	1.533800e-02	1.529900e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	30	100	3.484600e+01	2.475500e-02	2.466100e-02	2.437100e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	40	100	3.093700e+01	3.601800e-02	3.591300e-02	3.595600e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	50	100	2.762800e+01	4.901700e-02	4.941600e-02	4.877300e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	60	100	2.467300e+01	6.402000e-02	6.407900e-02	6.370100e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	70	100	2.215200e+01	8.157600e-02	8.096600e-02	8.093600e-02	NaN	NaN	NaN	NaN	NaN	NaN
90	80	100	1.989000e+01	1.001700e-01	1.001100e-01	1.006200e-01	NaN	NaN	NaN	NaN	NaN	NaN
90	90	100	1.792400e+01	1.226200e-01	1.217900e-01	1.213700e-01	NaN	NaN	NaN	NaN	NaN	NaN
1	10	100	4.461200e+01	7.953900e-03	7.942900e-03	7.936000e-03	NaN	NaN	NaN	NaN	NaN	NaN
1	100	100	1.618900e+01	1.507800e-01	1.451300e-01	1.439400e-01	NaN	NaN	NaN	NaN	NaN	NaN
1	110	100	1.465000e+01	1.692700e-01	1.692600e-01	1.712700e-01	NaN	NaN	NaN	NaN	NaN	NaN
1	120	100	1.329600e+01	1.980500e-01	1.984100e-01	1.958100e-01	NaN	NaN	NaN	NaN	NaN	NaN
1	20	100	3.941200e+01	1.528200e-02	1.527100e-02	1.523100e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	30	100	3.482300e+01	2.457400e-02	2.454500e-02	2.452800e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	40	100	3.093800e+01	3.596200e-02	3.594400e-02	3.568400e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	50	100	2.760800e+01	4.886300e-02	4.913400e-02	4.904800e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	60	100	2.472800e+01	6.402800e-02	6.388900e-02	6.330300e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	70	100	2.213900e+01	8.102000e-02	8.071100e-02	8.086300e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	80	100	1.988500e+01	1.007500e-01	1.006900e-01	9.967800e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	90	100	1.793300e+01	1.236100e-01	1.222100e-01	1.221800e-01	NaN	NaN	NaN	NaN	NaN	NaN
0	10	100	1.633000e+02	NaN	NaN	NaN	1.368800e-08	1.369200e-08	1.175900e-08	1.369700e-08	1.370700e-08	1.176800e-08
0	100	100	2.181500e+01	NaN	NaN	NaN	2.468600e-02	2.469300e-02	2.463200e-02	2.476600e-02	2.474800e-02	2.461300e-02
0	110	100	1.866900e+01	NaN	NaN	NaN	4.709400e-02	4.682500e-02	4.697300e-02	4.693900e-02	4.698300e-02	4.708000e-02
0	120	100	1.606500e+01	NaN	NaN	NaN	7.493300e-02	7.530900e-02	7.463900e-02	7.521900e-02	7.490100e-02	7.511600e-02
0	20	100	1.209900e+02	NaN	NaN	NaN	3.980900e-07	3.978500e-07	3.827300e-07	3.982900e-07	3.977900e-07	3.828500e-07
0	30	100	9.157500e+01	NaN	NaN	NaN	2.839500e-06	2.836300e-06	2.788200e-06	2.838100e-06	2.838100e-06	2.789200e-06
0	40	100	7.134300e+01	NaN	NaN	NaN	1.163300e-05	1.164300e-05	1.151700e-05	1.164200e-05	1.164100e-05	1.152400e-05
0	50	100	5.646300e+01	NaN	NaN	NaN	3.603300e-05	3.605300e-05	3.584300e-05	3.604100e-05	3.604000e-05	3.585300e-05
0	60	100	4.546000e+01	NaN	NaN	NaN	9.648900e-05	9.644600e-05	9.601500e-05	9.638900e-05	9.643000e-05	9.598200e-05
0	70	100	3.720900e+01	NaN	NaN	NaN	2.477600e-04	2.475100e-04	2.468900e-04	2.475500e-04	2.476700e-04	2.468700e-04
0	80	100	3.070700e+01	NaN	NaN	NaN	8.654500e-04	8.668300e-04	8.648400e-04	8.653400e-04	8.657400e-04	8.655000e-04
0	90	100	2.573700e+01	NaN	NaN	NaN	8.739600e-03	8.736100e-03	8.746600e-03	8.747600e-03	8.743200e-03	8.728900e-03
10	10	100	1.634000e+02	NaN	NaN	NaN	1.368400e-08	1.369600e-08	1.176200e-08	1.370900e-08	1.369600e-08	1.175100e-08
10	100	100	2.180200e+01	NaN	NaN	NaN	2.475600e-02	2.470900e-02	2.468700e-02	2.474900e-02	2.466400e-02	2.458800e-02
10	110	100	1.862100e+01	NaN	NaN	NaN	4.684900e-02	4.706800e-02	4.685100e-02	4.698100e-02	4.711700e-02	4.686200e-02
10	120	100	1.607200e+01	NaN	NaN	NaN	7.517500e-02	7.549000e-02	7.518400e-02	7.597100e-02	7.530500e-02	7.515500e-02
10	20	100	1.208800e+02	NaN	NaN	NaN	3.979100e-07	3.979500e-07	3.827700e-07	3.980900e-07	3.981500e-07	3.828000e-07
10	30	100	9.181700e+01	NaN	NaN	NaN	2.837600e-06	2.837300e-06	2.787500e-06	2.837300e-06	2.838600e-06	2.788400e-06
10	40	100	7.159900e+01	NaN	NaN	NaN	1.165000e-05	1.162900e-05	1.152000e-05	1.164400e-05	1.163300e-05	1.153200e-05
10	50	100	5.643900e+01	NaN	NaN	NaN	3.602700e-05	3.606600e-05	3.581300e-05	3.604200e-05	3.602600e-05	3.582700e-05
10	60	100	4.541700e+01	NaN	NaN	NaN	9.639400e-05	9.630200e-05	9.601500e-05	9.641000e-05	9.636600e-05	9.603700e-05
10	70	100	3.711000e+01	NaN	NaN	NaN	2.476300e-04	2.473300e-04	2.469200e-04	2.479500e-04	2.476100e-04	2.469500e-04
10	80	100	3.071900e+01	NaN	NaN	NaN	8.658400e-04	8.653300e-04	8.642200e-04	8.660600e-04	8.656100e-04	8.637000e-04
10	90	100	2.576900e+01	NaN	NaN	NaN	8.756900e-03	8.749600e-03	8.741400e-03	8.737000e-03	8.751000e-03	8.733900e-03
20	10	100	1.633300e+02	NaN	NaN	NaN	1.369200e-08	1.367600e-08	1.175200e-08	1.369200e-08	1.368900e-08	1.176200e-08
20	100	100	2.182200e+01	NaN	NaN	NaN	2.472900e-02	2.460600e-02	2.464400e-02	2.475000e-02	2.472200e-02	2.469900e-02
20	110	100	1.863800e+01	NaN	NaN	NaN	4.698500e-02	4.703400e-02	4.732700e-02	4.711400e-02	4.680700e-02	4.682600e-02
20	120	100	1.611300e+01	NaN	NaN	NaN	7.556100e-02	7.517900e-02	7.546900e-02	7.491600e-02	7.520700e-02	7.508300e-02
20	20	100	1.209300e+02	NaN	NaN	NaN	3.979700e-07	3.980300e-07	3.825900e-07	3.979200e-07	3.977300e-07	3.824400e-07
20	30	100	9.190400e+01	NaN	NaN	NaN	2.837400e-06	2.839200e-06	2.790600e-06	2.839100e-06	2.835200e-06	2.789700e-06
20	40	100	7.143500e+01	NaN	NaN	NaN	1.164400e-05	1.163200e-05	1.152600e-05	1.162900e-05	1.164400e-05	1.153300e-05
20	50	100	5.652000e+01	NaN	NaN	NaN	3.603300e-05	3.606100e-05	3.581300e-05	3.604000e-05	3.603400e-05	3.585000e-05
20	60	100	4.545400e+01	NaN	NaN	NaN	9.631600e-05	9.643700e-05	9.598800e-05	9.651900e-05	9.635800e-05	9.602400e-05
20	70	100	3.712700e+01	NaN	NaN	NaN	2.477400e-04	2.478200e-04	2.468600e-04	2.476500e-04	2.475200e-04	2.470100e-04
20	80	100	3.073300e+01	NaN	NaN	NaN	8.657800e-04	8.652300e-04	8.641000e-04	8.653900e-04	8.662600e-04	8.647500e-04
20	90	100	2.572900e+01	NaN	NaN	NaN	8.751500e-03	8.728100e-03	8.730700e-03	8.758000e-03	8.744800e-03	8.741300e-03
30	10	100	1.633500e+02	NaN	NaN	NaN	1.370700e-08	1.368500e-08	1.175900e-08	1.370000e-08	1.369400e-08	1.176000e-08
30	100	100	2.180800e+01	NaN	NaN	NaN	2.465500e-02	2.469000e-02	2.472600e-02	2.462700e-02	2.465400e-02	2.470600e-02
30	110	100	1.863500e+01	NaN	NaN	NaN	4.693100e-02	4.703200e-02	4.671000e-02	4.691600e-02	4.670900e-02	4.726300e-02
30	120	100	1.606000e+01	NaN	NaN	NaN	7.524100e-02	7.551300e-02	7.535200e-02	7.455100e-02	7.579700e-02	7.475000e-02
30	20	100	1.209500e+02	NaN	NaN	NaN	3.984900e-07	3.982700e-07	3.823600e-07	3.980600e-07	3.979000e-07	3.829300e-07
30	30	100	9.197100e+01	NaN	NaN	NaN	2.839400e-06	2.836600e-06	2.788500e-06	2.838400e-06	2.839500e-06	2.790300e-06
30	40	100	7.144700e+01	NaN	NaN	NaN	1.163300e-05	1.163900e-05	1.151400e-05	1.164200e-05	1.163900e-05	1.153000e-05
30	50	100	5.652900e+01	NaN	NaN	NaN	3.603600e-05	3.605200e-05	3.585400e-05	3.603700e-05	3.603300e-05	3.584400e-05
30	60	100	4.550000e+01	NaN	NaN	NaN	9.634100e-05	9.637800e-05	9.598900e-05	9.643000e-05	9.641600e-05	9.598200e-05
30	70	100	3.718200e+01	NaN	NaN	NaN	2.476900e-04	2.478500e-04	2.470100e-04	2.477000e-04	2.477600e-04	2.470000e-04
30	80	100	3.076100e+01	NaN	NaN	NaN	8.656600e-04	8.662400e-04	8.637400e-04	8.662500e-04	8.659400e-04	8.647100e-04
30	90	100	2.576200e+01	NaN	NaN	NaN	8.762300e-03	8.754600e-03	8.746600e-03	8.726500e-03	8.743600e-03	8.726300e-03
40	10	100	1.631800e+02	NaN	NaN	NaN	1.369600e-08	1.369600e-08	1.175400e-08	1.370300e-08	1.369300e-08	1.176700e-08
40	100	100	2.178900e+01	NaN	NaN	NaN	2.463500e-02	2.467800e-02	2.468000e-02	2.474400e-02	2.470400e-02	2.471800e-02
40	110	100	1.868000e+01	NaN	NaN	NaN	4.694300e-02	4.683800e-02	4.691300e-02	4.687500e-02	4.698400e-02	4.674300e-02
40	120	100	1.608000e+01	NaN	NaN	NaN	7.531300e-02	7.537500e-02	7.479900e-02	7.533600e-02	7.517100e-02	7.524900e-02
40	20	100	1.210000e+02	NaN	NaN	NaN	3.972900e-07	3.977000e-07	3.825500e-07	3.980200e-07	3.979200e-07	3.829100e-07
40	30	100	9.183100e+01	NaN	NaN	NaN	2.839000e-06	2.835900e-06	2.789200e-06	2.837800e-06	2.838200e-06	2.788500e-06
40	40	100	7.134300e+01	NaN	NaN	NaN	1.164200e-05	1.163700e-05	1.152100e-05	1.163900e-05	1.163100e-05	1.152700e-05
40	50	100	5.644800e+01	NaN	NaN	NaN	3.605900e-05	3.602900e-05	3.580300e-05	3.604500e-05	3.604100e-05	3.581700e-05
40	60	100	4.538800e+01	NaN	NaN	NaN	9.637900e-05	9.643500e-05	9.599200e-05	9.647700e-05	9.640000e-05	9.603600e-05
40	70	100	3.716200e+01	NaN	NaN	NaN	2.479900e-04	2.477300e-04	2.468600e-04	2.475500e-04	2.474400e-04	2.470100e-04
40	80	100	3.074600e+01	NaN	NaN	NaN	8.661500e-04	8.657200e-04	8.649300e-04	8.654900e-04	8.656100e-04	8.645200e-04
40	90	100	2.573100e+01	NaN	NaN	NaN	8.749800e-03	8.741200e-03	8.733800e-03	8.724700e-03	8.751900e-03	8.734800e-03
50	10	100	1.634600e+02	NaN	NaN	NaN	1.370700e-08	1.368500e-08	1.176000e-08	1.369200e-08	1.369600e-08	1.174700e-08
50	100	100	2.180700e+01	NaN	NaN	NaN	2.471300e-02	2.465000e-02	2.462700e-02	2.471400e-02	2.469200e-02	2.467300e-02
50	110	100	1.865000e+01	NaN	NaN	NaN	4.704100e-02	4.705000e-02	4.686400e-02	4.698600e-02	4.697500e-02	4.670400e-02
50	120	100	1.607800e+01	NaN	NaN	NaN	7.482000e-02	7.507300e-02	7.499100e-02	7.540400e-02	7.518500e-02	7.520100e-02
50	20	100	1.209600e+02	NaN	NaN	NaN	3.982000e-07	3.979600e-07	3.827100e-07	3.976900e-07	3.980500e-07	3.824700e-07
50	30	100	9.180200e+01	NaN	NaN	NaN	2.838900e-06	2.837800e-06	2.790400e-06	2.837500e-06	2.836200e-06	2.788100e-06
50	40	100	7.138300e+01	NaN	NaN	NaN	1.164200e-05	1.163700e-05	1.152200e-05	1.163600e-05	1.163900e-05	1.152300e-05
50	50	100	5.648500e+01	NaN	NaN	NaN	3.606300e-05	3.604400e-05	3.583100e-05	3.602900e-05	3.606500e-05	3.582200e-05
50	60	100	4.552500e+01	NaN	NaN	NaN	9.627900e-05	9.640000e-05	9.599300e-05	9.640100e-05	9.639700e-05	9.595300e-05
50	70	100	3.717900e+01	NaN	NaN	NaN	2.475500e-04	2.478900e-04	2.470700e-04	2.478100e-04	2.478400e-04	2.468300e-04
50	80	100	3.069900e+01	NaN	NaN	NaN	8.660000e-04	8.663800e-04	8.653100e-04	8.646800e-04	8.664700e-04	8.650300e-04
50	90	100	2.575100e+01	NaN	NaN	NaN	8.754800e-03	8.742800e-03	8.726600e-03	8.751700e-03	8.745400e-03	8.727200e-03
60	10	100	1.633300e+02	NaN	NaN	NaN	1.368400e-08	1.369500e-08	1.175500e-08	1.369800e-08	1.370400e-08	1.175400e-08
60	100	100	2.177800e+01	NaN	NaN	NaN	2.472000e-02	2.470200e-02	2.469500e-02	2.462000e-02	2.468100e-02	2.469300e-02
