Mh	DMP	CrossSection_fb	~h2->e1,E1,~h1	~h2->e2,E2,~h1	~h2->e3,E3,~h1	~h-->N1,e1,~h1	~h-->N2,e2,~h1	~h-->N3,e3,~h1	~h+->n1,E1,~h1	~h+->n2,E2,~h1	~h+->n3,E3,~h1
140	90	5.710000e+01	3.996400e-04	3.997500e-04	3.980200e-04	NaN	NaN	NaN	NaN	NaN	NaN
150	10	1.960200e+02	5.506100e-09	5.504200e-09	4.696500e-09	NaN	NaN	NaN	NaN	NaN	NaN
150	100	5.000500e+01	3.162200e-03	3.160100e-03	3.154600e-03	NaN	NaN	NaN	NaN	NaN	NaN
150	110	4.401200e+01	8.621400e-03	8.592300e-03	8.581600e-03	NaN	NaN	NaN	NaN	NaN	NaN
150	120	3.881600e+01	1.610600e-02	1.616200e-02	1.613600e-02	NaN	NaN	NaN	NaN	NaN	NaN
150	20	1.645200e+02	1.262900e-07	1.262800e-07	1.210600e-07	NaN	NaN	NaN	NaN	NaN	NaN
150	30	1.389600e+02	8.243800e-07	8.246000e-07	8.079600e-07	NaN	NaN	NaN	NaN	NaN	NaN
150	40	1.180600e+02	3.195700e-06	3.198600e-06	3.158400e-06	NaN	NaN	NaN	NaN	NaN	NaN
150	50	1.010900e+02	9.427400e-06	9.421800e-06	9.337500e-06	NaN	NaN	NaN	NaN	NaN	NaN
150	60	8.702500e+01	2.368400e-05	2.369900e-05	2.351500e-05	NaN	NaN	NaN	NaN	NaN	NaN
150	70	7.521400e+01	5.483900e-05	5.481300e-05	5.450800e-05	NaN	NaN	NaN	NaN	NaN	NaN
150	80	6.531100e+01	1.262600e-04	1.262200e-04	1.255900e-04	NaN	NaN	NaN	NaN	NaN	NaN
150	90	5.708500e+01	3.998500e-04	3.999700e-04	3.981400e-04	NaN	NaN	NaN	NaN	NaN	NaN
160	10	1.961800e+02	5.508200e-09	5.501800e-09	4.697600e-09	NaN	NaN	NaN	NaN	NaN	NaN
160	100	5.003700e+01	3.161900e-03	3.156200e-03	3.154500e-03	NaN	NaN	NaN	NaN	NaN	NaN
160	110	4.395400e+01	8.599400e-03	8.587800e-03	8.552400e-03	NaN	NaN	NaN	NaN	NaN	NaN
160	120	3.893000e+01	1.612400e-02	1.617800e-02	1.612100e-02	NaN	NaN	NaN	NaN	NaN	NaN
160	20	1.642400e+02	1.262100e-07	1.262900e-07	1.211200e-07	NaN	NaN	NaN	NaN	NaN	NaN
160	30	1.389700e+02	8.239700e-07	8.237700e-07	8.075700e-07	NaN	NaN	NaN	NaN	NaN	NaN
160	40	1.185400e+02	3.197600e-06	3.199700e-06	3.158000e-06	NaN	NaN	NaN	NaN	NaN	NaN
160	50	1.011400e+02	9.418600e-06	9.424200e-06	9.333300e-06	NaN	NaN	NaN	NaN	NaN	NaN
160	60	8.705900e+01	2.371100e-05	2.369500e-05	2.351000e-05	NaN	NaN	NaN	NaN	NaN	NaN
160	70	7.521900e+01	5.481000e-05	5.480900e-05	5.446900e-05	NaN	NaN	NaN	NaN	NaN	NaN
160	80	6.538000e+01	1.262400e-04	1.261200e-04	1.255900e-04	NaN	NaN	NaN	NaN	NaN	NaN
160	90	5.705700e+01	3.997100e-04	4.000500e-04	3.983300e-04	NaN	NaN	NaN	NaN	NaN	NaN
170	10	1.956200e+02	5.506600e-09	5.505800e-09	4.696600e-09	NaN	NaN	NaN	NaN	NaN	NaN
170	100	5.000700e+01	3.162000e-03	3.164300e-03	3.151500e-03	NaN	NaN	NaN	NaN	NaN	NaN
170	110	4.409000e+01	8.586100e-03	8.610300e-03	8.575300e-03	NaN	NaN	NaN	NaN	NaN	NaN
170	120	3.885000e+01	1.616400e-02	1.615400e-02	1.615300e-02	NaN	NaN	NaN	NaN	NaN	NaN
170	20	1.648300e+02	1.263900e-07	1.262300e-07	1.212300e-07	NaN	NaN	NaN	NaN	NaN	NaN
170	30	1.389800e+02	8.246300e-07	8.247700e-07	8.076300e-07	NaN	NaN	NaN	NaN	NaN	NaN
170	40	1.182400e+02	3.201000e-06	3.201000e-06	3.157400e-06	NaN	NaN	NaN	NaN	NaN	NaN
170	50	1.011000e+02	9.421500e-06	9.409600e-06	9.332700e-06	NaN	NaN	NaN	NaN	NaN	NaN
170	60	8.703600e+01	2.370000e-05	2.370700e-05	2.351300e-05	NaN	NaN	NaN	NaN	NaN	NaN
170	70	7.520800e+01	5.486800e-05	5.479100e-05	5.449500e-05	NaN	NaN	NaN	NaN	NaN	NaN
170	80	6.539600e+01	1.263300e-04	1.261400e-04	1.256100e-04	NaN	NaN	NaN	NaN	NaN	NaN
170	90	5.710100e+01	3.997700e-04	3.998500e-04	3.981700e-04	NaN	NaN	NaN	NaN	NaN	NaN
180	10	1.960600e+02	5.505600e-09	5.505600e-09	4.697400e-09	NaN	NaN	NaN	NaN	NaN	NaN
180	100	5.003100e+01	3.156900e-03	3.162300e-03	3.154300e-03	NaN	NaN	NaN	NaN	NaN	NaN
180	110	4.411100e+01	8.583100e-03	8.608200e-03	8.588000e-03	NaN	NaN	NaN	NaN	NaN	NaN
180	120	3.881600e+01	1.614100e-02	1.617400e-02	1.609300e-02	NaN	NaN	NaN	NaN	NaN	NaN
180	20	1.644400e+02	1.263400e-07	1.262600e-07	1.212000e-07	NaN	NaN	NaN	NaN	NaN	NaN
180	30	1.389400e+02	8.242500e-07	8.244900e-07	8.073700e-07	NaN	NaN	NaN	NaN	NaN	NaN
180	40	1.182000e+02	3.198200e-06	3.196100e-06	3.157400e-06	NaN	NaN	NaN	NaN	NaN	NaN
180	50	1.011800e+02	9.423500e-06	9.422500e-06	9.325600e-06	NaN	NaN	NaN	NaN	NaN	NaN
180	60	8.716800e+01	2.366700e-05	2.370000e-05	2.351200e-05	NaN	NaN	NaN	NaN	NaN	NaN
180	70	7.522100e+01	5.481700e-05	5.478900e-05	5.451400e-05	NaN	NaN	NaN	NaN	NaN	NaN
180	80	6.548300e+01	1.263500e-04	1.263500e-04	1.256600e-04	NaN	NaN	NaN	NaN	NaN	NaN
180	90	5.716700e+01	3.996400e-04	3.995400e-04	3.981700e-04	NaN	NaN	NaN	NaN	NaN	NaN
190	10	1.956000e+02	5.505900e-09	5.502500e-09	4.696100e-09	NaN	NaN	NaN	NaN	NaN	NaN
190	100	4.999100e+01	3.165900e-03	3.158100e-03	3.156800e-03	NaN	NaN	NaN	NaN	NaN	NaN
190	110	4.402000e+01	8.606400e-03	8.603700e-03	8.603200e-03	NaN	NaN	NaN	NaN	NaN	NaN
190	120	3.885200e+01	1.607200e-02	1.614100e-02	1.609100e-02	NaN	NaN	NaN	NaN	NaN	NaN
190	20	1.645600e+02	1.262500e-07	1.263300e-07	1.212000e-07	NaN	NaN	NaN	NaN	NaN	NaN
190	30	1.392900e+02	8.242400e-07	8.243500e-07	8.074100e-07	NaN	NaN	NaN	NaN	NaN	NaN
190	40	1.183800e+02	3.198400e-06	3.199100e-06	3.156400e-06	NaN	NaN	NaN	NaN	NaN	NaN
190	50	1.011200e+02	9.417200e-06	9.428800e-06	9.328600e-06	NaN	NaN	NaN	NaN	NaN	NaN
190	60	8.706300e+01	2.369400e-05	2.369300e-05	2.352800e-05	NaN	NaN	NaN	NaN	NaN	NaN
190	70	7.529600e+01	5.483600e-05	5.483500e-05	5.449300e-05	NaN	NaN	NaN	NaN	NaN	NaN
190	80	6.545500e+01	1.262400e-04	1.263900e-04	1.256500e-04	NaN	NaN	NaN	NaN	NaN	NaN
190	90	5.712100e+01	3.994300e-04	3.996700e-04	3.980700e-04	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1.959700e+02	5.504000e-09	5.504200e-09	4.698200e-09	NaN	NaN	NaN	NaN	NaN	NaN
1	100	4.995100e+01	3.163100e-03	3.158500e-03	3.153700e-03	NaN	NaN	NaN	NaN	NaN	NaN
1	110	4.401800e+01	8.600900e-03	8.582800e-03	8.566500e-03	NaN	NaN	NaN	NaN	NaN	NaN
1	120	3.883500e+01	1.612500e-02	1.611500e-02	1.618800e-02	NaN	NaN	NaN	NaN	NaN	NaN
1	20	1.644900e+02	1.262600e-07	1.262400e-07	1.212000e-07	NaN	NaN	NaN	NaN	NaN	NaN
1	30	1.392900e+02	8.248600e-07	8.239800e-07	8.079200e-07	NaN	NaN	NaN	NaN	NaN	NaN
1	40	1.182400e+02	3.199400e-06	3.200600e-06	3.157300e-06	NaN	NaN	NaN	NaN	NaN	NaN
1	50	1.011200e+02	9.424400e-06	9.418600e-06	9.334300e-06	NaN	NaN	NaN	NaN	NaN	NaN
1	60	8.712900e+01	2.367900e-05	2.368800e-05	2.352300e-05	NaN	NaN	NaN	NaN	NaN	NaN
1	70	7.546600e+01	5.478600e-05	5.483200e-05	5.446600e-05	NaN	NaN	NaN	NaN	NaN	NaN
1	80	6.543800e+01	1.262800e-04	1.262000e-04	1.256600e-04	NaN	NaN	NaN	NaN	NaN	NaN
1	90	5.704900e+01	3.997200e-04	3.997300e-04	3.982900e-04	NaN	NaN	NaN	NaN	NaN	NaN
10	10	1.634400e+02	NaN	NaN	NaN	1.369200e-08	1.369400e-08	1.175400e-08	1.370900e-08	1.369100e-08	1.175400e-08
10	100	2.180700e+01	NaN	NaN	NaN	2.474100e-02	2.469900e-02	2.466000e-02	2.475500e-02	2.466700e-02	2.467300e-02
10	110	1.865300e+01	NaN	NaN	NaN	4.701300e-02	4.699400e-02	4.678200e-02	4.692000e-02	4.678400e-02	4.711100e-02
10	120	1.607100e+01	NaN	NaN	NaN	7.506900e-02	7.491500e-02	7.491700e-02	7.519700e-02	7.525700e-02	7.506800e-02
10	20	1.208900e+02	NaN	NaN	NaN	3.978700e-07	3.978600e-07	3.827800e-07	3.979000e-07	3.980300e-07	3.825200e-07
10	30	9.171800e+01	NaN	NaN	NaN	2.836800e-06	2.839200e-06	2.790400e-06	2.837800e-06	2.838000e-06	2.788000e-06
10	40	7.131200e+01	NaN	NaN	NaN	1.164000e-05	1.163400e-05	1.153000e-05	1.163700e-05	1.163400e-05	1.151200e-05
10	50	5.655400e+01	NaN	NaN	NaN	3.602900e-05	3.606300e-05	3.583900e-05	3.603000e-05	3.607100e-05	3.580700e-05
10	60	4.554300e+01	NaN	NaN	NaN	9.646000e-05	9.638800e-05	9.596700e-05	9.644600e-05	9.644000e-05	9.591400e-05
10	70	3.711200e+01	NaN	NaN	NaN	2.474900e-04	2.478300e-04	2.469200e-04	2.478100e-04	2.476800e-04	2.468900e-04
10	80	3.076200e+01	NaN	NaN	NaN	8.661900e-04	8.661600e-04	8.647200e-04	8.662100e-04	8.652900e-04	8.641800e-04
10	90	2.576900e+01	NaN	NaN	NaN	8.760500e-03	8.749400e-03	8.732800e-03	8.745300e-03	8.755600e-03	8.734300e-03
110	10	1.632400e+02	NaN	NaN	NaN	1.370200e-08	1.370000e-08	1.175200e-08	1.370100e-08	1.368400e-08	1.175800e-08
110	100	2.181900e+01	NaN	NaN	NaN	2.474100e-02	2.466900e-02	2.468500e-02	2.473600e-02	2.467200e-02	2.473900e-02
110	110	1.866800e+01	NaN	NaN	NaN	4.694800e-02	4.692200e-02	4.711500e-02	4.686500e-02	4.684700e-02	4.696400e-02
110	120	1.607700e+01	NaN	NaN	NaN	7.555100e-02	7.551500e-02	7.514100e-02	7.513600e-02	7.460600e-02	7.511900e-02
110	20	1.209600e+02	NaN	NaN	NaN	3.980600e-07	3.980500e-07	3.827700e-07	3.979500e-07	3.978900e-07	3.826800e-07
110	30	9.191700e+01	NaN	NaN	NaN	2.838000e-06	2.836800e-06	2.787700e-06	2.837300e-06	2.838900e-06	2.787600e-06
110	40	7.130800e+01	NaN	NaN	NaN	1.163300e-05	1.164400e-05	1.152300e-05	1.164900e-05	1.164500e-05	1.153500e-05
110	50	5.663500e+01	NaN	NaN	NaN	3.604600e-05	3.605500e-05	3.583100e-05	3.601700e-05	3.605600e-05	3.582500e-05
110	60	4.548500e+01	NaN	NaN	NaN	9.635700e-05	9.642700e-05	9.595100e-05	9.637600e-05	9.631300e-05	9.603400e-05
110	70	3.716400e+01	NaN	NaN	NaN	2.477500e-04	2.478300e-04	2.469700e-04	2.474700e-04	2.478500e-04	2.470900e-04
110	80	3.071400e+01	NaN	NaN	NaN	8.656600e-04	8.660600e-04	8.652200e-04	8.656500e-04	8.653500e-04	8.643800e-04
110	90	2.574100e+01	NaN	NaN	NaN	8.749200e-03	8.736300e-03	8.739600e-03	8.746000e-03	8.743600e-03	8.729400e-03
120	10	1.632800e+02	NaN	NaN	NaN	1.369400e-08	1.369800e-08	1.175700e-08	1.368900e-08	1.369700e-08	1.176200e-08
120	100	2.183400e+01	NaN	NaN	NaN	2.460500e-02	2.471500e-02	2.474200e-02	2.471200e-02	2.468900e-02	2.468100e-02
120	110	1.862300e+01	NaN	NaN	NaN	4.706000e-02	4.721100e-02	4.698000e-02	4.711000e-02	4.682500e-02	4.694400e-02
120	120	1.605700e+01	NaN	NaN	NaN	7.468200e-02	7.482500e-02	7.532000e-02	7.555200e-02	7.524500e-02	7.477400e-02
120	20	1.210800e+02	NaN	NaN	NaN	3.979900e-07	3.979200e-07	3.829100e-07	3.979400e-07	3.979900e-07	3.827300e-07
120	30	9.181900e+01	NaN	NaN	NaN	2.839000e-06	2.838100e-06	2.786500e-06	2.839700e-06	2.838900e-06	2.789800e-06
120	40	7.127800e+01	NaN	NaN	NaN	1.163100e-05	1.164100e-05	1.151900e-05	1.164700e-05	1.164100e-05	1.152700e-05
120	50	5.646800e+01	NaN	NaN	NaN	3.604600e-05	3.606600e-05	3.581000e-05	3.608000e-05	3.602100e-05	3.582900e-05
120	60	4.548400e+01	NaN	NaN	NaN	9.638500e-05	9.636400e-05	9.599300e-05	9.640100e-05	9.637900e-05	9.598300e-05
120	70	3.716000e+01	NaN	NaN	NaN	2.476300e-04	2.477500e-04	2.470100e-04	2.476000e-04	2.476600e-04	2.469700e-04
120	80	3.075300e+01	NaN	NaN	NaN	8.659900e-04	8.662200e-04	8.639900e-04	8.670100e-04	8.665300e-04	8.646000e-04
120	90	2.576000e+01	NaN	NaN	NaN	8.727800e-03	8.750400e-03	8.736800e-03	8.750300e-03	8.739700e-03	8.732300e-03
130	10	1.630600e+02	NaN	NaN	NaN	1.369200e-08	1.369300e-08	1.176200e-08	1.370100e-08	1.368900e-08	1.175500e-08
130	100	2.178200e+01	NaN	NaN	NaN	2.467300e-02	2.461700e-02	2.461200e-02	2.471200e-02	2.479700e-02	2.465500e-02
130	110	1.862300e+01	NaN	NaN	NaN	4.738400e-02	4.699000e-02	4.699200e-02	4.715600e-02	4.680600e-02	4.692800e-02
130	120	1.608700e+01	NaN	NaN	NaN	7.509600e-02	7.564300e-02	7.486500e-02	7.536400e-02	7.508200e-02	7.515600e-02
130	20	1.209800e+02	NaN	NaN	NaN	3.979500e-07	3.980400e-07	3.826100e-07	3.984400e-07	3.980300e-07	3.825900e-07
130	30	9.199000e+01	NaN	NaN	NaN	2.839300e-06	2.839400e-06	2.786400e-06	2.838100e-06	2.840800e-06	2.790000e-06
130	40	7.134500e+01	NaN	NaN	NaN	1.163500e-05	1.162800e-05	1.153600e-05	1.162200e-05	1.163800e-05	1.152700e-05
130	50	5.646700e+01	NaN	NaN	NaN	3.606000e-05	3.604300e-05	3.582400e-05	3.605200e-05	3.605800e-05	3.582800e-05
130	60	4.546700e+01	NaN	NaN	NaN	9.638600e-05	9.639400e-05	9.595200e-05	9.641400e-05	9.632200e-05	9.591200e-05
130	70	3.714800e+01	NaN	NaN	NaN	2.476900e-04	2.477800e-04	2.468500e-04	2.476400e-04	2.477900e-04	2.468300e-04
130	80	3.070000e+01	NaN	NaN	NaN	8.650000e-04	8.648100e-04	8.641200e-04	8.662500e-04	8.664100e-04	8.644200e-04
130	90	2.573900e+01	NaN	NaN	NaN	8.744600e-03	8.755900e-03	8.729900e-03	8.741900e-03	8.761600e-03	8.746100e-03
140	10	1.636300e+02	NaN	NaN	NaN	1.368600e-08	1.370100e-08	1.175700e-08	1.369200e-08	1.369900e-08	1.174900e-08
140	100	2.180500e+01	NaN	NaN	NaN	2.470600e-02	2.460500e-02	2.471900e-02	2.470700e-02	2.466500e-02	2.460400e-02
140	110	1.863300e+01	NaN	NaN	NaN	4.698200e-02	4.698700e-02	4.701400e-02	4.688100e-02	4.699500e-02	4.681500e-02
140	120	1.606400e+01	NaN	NaN	NaN	7.529700e-02	7.542500e-02	7.619100e-02	7.496000e-02	7.504800e-02	7.479800e-02
140	20	1.208100e+02	NaN	NaN	NaN	3.977700e-07	3.979400e-07	3.828600e-07	3.979300e-07	3.979100e-07	3.828600e-07
140	30	9.174900e+01	NaN	NaN	NaN	2.836600e-06	2.837600e-06	2.790700e-06	2.840300e-06	2.838900e-06	2.786500e-06
140	40	7.152200e+01	NaN	NaN	NaN	1.163600e-05	1.163700e-05	1.151600e-05	1.163600e-05	1.163900e-05	1.152500e-05
140	50	5.659500e+01	NaN	NaN	NaN	3.606600e-05	3.603100e-05	3.583600e-05	3.604900e-05	3.606800e-05	3.583600e-05
140	60	4.548600e+01	NaN	NaN	NaN	9.641200e-05	9.645800e-05	9.596100e-05	9.642200e-05	9.641200e-05	9.590700e-05
140	70	3.717300e+01	NaN	NaN	NaN	2.475400e-04	2.478000e-04	2.470300e-04	2.478000e-04	2.475000e-04	2.466900e-04
140	80	3.074000e+01	NaN	NaN	NaN	8.656800e-04	8.660500e-04	8.639200e-04	8.660800e-04	8.668500e-04	8.642800e-04
140	90	2.570600e+01	NaN	NaN	NaN	8.752900e-03	8.763100e-03	8.725400e-03	8.754300e-03	8.749700e-03	8.747900e-03
150	10	1.632700e+02	NaN	NaN	NaN	1.368900e-08	1.368200e-08	1.175300e-08	1.369200e-08	1.369000e-08	1.175600e-08
150	100	2.179100e+01	NaN	NaN	NaN	2.466000e-02	2.470900e-02	2.465200e-02	2.470200e-02	2.474100e-02	2.467200e-02
150	110	1.863200e+01	NaN	NaN	NaN	4.716600e-02	4.703700e-02	4.690000e-02	4.695300e-02	4.698900e-02	4.690500e-02
150	120	1.608800e+01	NaN	NaN	NaN	7.503900e-02	7.525200e-02	7.529100e-02	7.568700e-02	7.531600e-02	7.506000e-02
150	20	1.208300e+02	NaN	NaN	NaN	3.980600e-07	3.979000e-07	3.827700e-07	3.980700e-07	3.978400e-07	3.825600e-07
150	30	9.192100e+01	NaN	NaN	NaN	2.838900e-06	2.839100e-06	2.792400e-06	2.838700e-06	2.834600e-06	2.789200e-06
150	40	7.132800e+01	NaN	NaN	NaN	1.165000e-05	1.164200e-05	1.152400e-05	1.164200e-05	1.163400e-05	1.152100e-05
150	50	5.655000e+01	NaN	NaN	NaN	3.603300e-05	3.605600e-05	3.585100e-05	3.603200e-05	3.603000e-05	3.581400e-05
150	60	4.549800e+01	NaN	NaN	NaN	9.645000e-05	9.629900e-05	9.603500e-05	9.638700e-05	9.641200e-05	9.593000e-05
150	70	3.718200e+01	NaN	NaN	NaN	2.477700e-04	2.478300e-04	2.469900e-04	2.477300e-04	2.478700e-04	2.471100e-04
150	80	3.076200e+01	NaN	NaN	NaN	8.660700e-04	8.648300e-04	8.654200e-04	8.667300e-04	8.650100e-04	8.642200e-04
150	90	2.573100e+01	NaN	NaN	NaN	8.768500e-03	8.741400e-03	8.735900e-03	8.739000e-03	8.755700e-03	8.731100e-03
160	10	1.633700e+02	NaN	NaN	NaN	1.369600e-08	1.370100e-08	1.175900e-08	1.369400e-08	1.369400e-08	1.175600e-08
160	100	2.185100e+01	NaN	NaN	NaN	2.462100e-02	2.468900e-02	2.461500e-02	2.466500e-02	2.464800e-02	2.469700e-02
160	110	1.864100e+01	NaN	NaN	NaN	4.714800e-02	4.678600e-02	4.664800e-02	4.702100e-02	4.686700e-02	4.703400e-02
160	120	1.607100e+01	NaN	NaN	NaN	7.596800e-02	7.525900e-02	7.496700e-02	7.497800e-02	7.544700e-02	7.519300e-02
160	20	1.212400e+02	NaN	NaN	NaN	3.982200e-07	3.977600e-07	3.827100e-07	3.978000e-07	3.977900e-07	3.826400e-07
160	30	9.188800e+01	NaN	NaN	NaN	2.836900e-06	2.838600e-06	2.784600e-06	2.837100e-06	2.837100e-06	2.788500e-06
160	40	7.143600e+01	NaN	NaN	NaN	1.164400e-05	1.162600e-05	1.153900e-05	1.164400e-05	1.163700e-05	1.152000e-05
160	50	5.652700e+01	NaN	NaN	NaN	3.603200e-05	3.607000e-05	3.584800e-05	3.605200e-05	3.605100e-05	3.582000e-05
